Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Premature thelarche,"4313, 4893, 7681, 8085",9049,"128989, 1387, 1584, 1859, 1984, 2033, 238, 4323, 5894, 6660, 673, 7403, 9839",4,1,13,17
Alopecia universalis,"326, 55806, 64065",3716,"162514, 1832, 197, 3559, 4000, 5317, 6635, 7421",3,1,8,11
Midline defect of the nose,"158326, 1947, 257, 60529, 8092","2253, 2260, 2736, 29123, 5015, 5080, 5449, 5626, 6469, 6628, 6657, 6658, 7020, 7021, 8022, 8820, 89884","219844, 23426, 26012, 341640, 4763, 5727, 57688, 7030, 80144, 81788, 9361, 9496",5,17,12,17
Abnormal testis morphology,"10075, 10155, 1024, 1027, 1028, 1029, 10524, 10568, 10587, 10630, 10664, 10682, 10734, 1080, 10978, 123016, 128674, 129563, 129880, 131118, 1583, 166379, 170302, 1761, 1857, 190, 203068, 2033, 207, 2175, 2177, 2189, 2253, 2260, 2261, 2263, 22954, 2313, 23135, 2316, 23312, 23384, 23405, 23512, 23545, 246329, 2475, 2516, 254528, 259232, 2623, 2626, 2627, 2657, 268, 2697, 27241, 2737, 2798, 283120, 283847, 284403, 284654, 2887, 3187, 3293, 340719, 3481, 355, 3586, 3640, 3664, 367, 3814, 3845, 3953, 3972, 3973, 3984, 402381, 4089, 412, 4214, 4281, 4297, 4629, 472, 4784, 50511, 5076, 50846, 50940, 51053, 51132, 5161, 5189, 5194, 5290, 54456, 54487, 546, 54968, 55148, 55212, 55215, 55294, 55315, 5557, 55636, 5567, 558, 5594, 56154, 56155, 56159, 57647, 57697, 5781, 582, 5828, 583, 585, 5879, 5888, 60675, 6095, 6134, 627, 63976, 64220, 64419, 650, 652, 6567, 6597, 6598, 6657, 6658, 6660, 6662, 6716, 672, 6736, 675, 6770, 6870, 6928, 7015, 7099, 7157, 7169, 7258, 7403, 7468, 7473, 7490, 7750, 7840, 7874, 79068, 79625, 79738, 7994, 80067, 8087, 8091, 81620, 8243, 8287, 8318, 83483, 84295, 8450, 84515, 84634, 8468, 84690, 8473, 8481, 8504, 8626, 8653, 8854, 9126, 9203, 92579, 93426, 9361, 9409, 9698, 9759, 9817","10881, 1181, 163589, 1728, 26261, 26330, 27136, 284382, 346673, 3659, 3815, 51024, 51191, 54937, 57713, 6427, 6428, 79727, 81629, 8683, 92840","1000, 100033413, 10011, 100151683, 10046, 10082, 10084, 1009, 101928376, 10210, 10225, 10236, 10265, 10274, 10277, 10283, 10297, 10329, 10370, 10371, 104, 10436, 10459, 10466, 10484, 10526, 10560, 10584, 10585, 10606, 10667, 10683, 10765, 10806, 10815, 10847, 10908, 10982, 10984, 11020, 11041, 1108, 1109, 11117, 11128, 11141, 11193, 11200, 11281, 11285, 1131, 113179, 113189, 114034, 114049, 1146, 1161, 117581, 1182, 1183, 1193, 122402, 1230, 124583, 125150, 126792, 127534, 1281, 1282, 128637, 1312, 132320, 132884, 134218, 134701, 1349, 135886, 1363, 136647, 137814, 1387, 140628, 140801, 144132, 145173, 145258, 145624, 145645, 145873, 1468, 147372, 1482, 1487, 148789, 148867, 149233, 150468, 1528, 153241, 154197, 155368, 155382, 157570, 157657, 157680, 157922, 1584, 158401, 1586, 1588, 16, 1605, 1617, 1630, 1643, 1646, 165, 1654, 1656, 170689, 1717, 1723, 1736, 1748, 175, 1760, 1763, 1785, 1788, 1798, 1802, 182, 1822, 1836, 1841, 1848, 1855, 1859, 1947, 1954, 196385, 196528, 1968, 197131, 1984, 200162, 2006, 200734, 201134, 201595, 2067, 2068, 2071, 2072, 2073, 2074, 2121, 2122, 2130, 2132, 2146, 2176, 2178, 2187, 2188, 2192, 219844, 22, 2200, 2201, 2202, 221037, 221692, 2218, 2222, 2239, 2245, 2255, 22800, 22808, 22858, 22884, 22930, 22931, 22995, 23013, 23028, 23040, 23112, 23116, 2312, 23126, 23133, 23141, 23169, 2317, 2324, 23241, 23314, 2332, 23322, 23327, 23345, 23347, 23389, 23394, 23414, 23426, 23432, 23476, 23483, 23522, 23530, 23556, 23594, 23742, 23767, 238, 2488, 25, 2531, 2535, 253738, 254065, 2563, 25782, 25802, 25836, 25885, 25914, 2592, 25942, 26005, 26012, 26040, 26053, 26123, 26137, 26160, 26227, 26229, 26235, 26275, 26277, 26608, 269, 2702, 2707, 27077, 2710, 27125, 27145, 2719, 27245, 27316, 2733, 2735, 2736, 274, 2778, 2783, 2796, 2812, 284058, 285, 285025, 285489, 285498, 286, 286151, 2891, 2892, 28952, 28957, 2904, 29089, 29123, 2961, 2969, 2972, 29895, 29925, 29940, 29954, 29957, 29969, 29998, 30008, 3008, 3039, 3040, 3052, 3077, 3106, 3170, 317662, 317719, 3190, 3229, 3239, 3251, 326, 3265, 3284, 3339, 337867, 338433, 340419, 341640, 342035, 3459, 3476, 3592, 3636, 3653, 3703, 3708, 372, 3730, 374654, 374879, 375307, 3763, 3784, 3791, 3835, 388015, 389549, 389827, 392255, 3952, 3954, 3955, 3975, 3981, 4000, 400569, 4010, 4015, 404672, 4047, 4054, 4067, 4081, 4087, 4088, 4094, 4158, 4174, 4193, 4204, 421, 4210, 4439, 444, 4534, 4593, 4618, 4621, 4638, 4654, 4659, 4692, 4693, 4713, 473, 4763, 4781, 4808, 4841, 4853, 4854, 4867, 4869, 4882, 4883, 4893, 4920, 4927, 4948, 4952, 4953, 4983, 49855, 4990, 4998, 5000, 5015, 5033, 50485, 5073, 5080, 5081, 5087, 50937, 50945, 51057, 51082, 51111, 51114, 51124, 51244, 51256, 51259, 51339, 51360, 5144, 5147, 51574, 51626, 51633, 51684, 51715, 51728, 51741, 51750, 51752, 51780, 5190, 5192, 5193, 5195, 523, 5277, 5286, 529, 5324, 5325, 5351, 5373, 53834, 54101, 5422, 5424, 5426, 5428, 54345, 54453, 5447, 5449, 54496, 545, 54539, 5455, 54551, 54585, 54756, 54809, 54872, 54880, 54888, 54897, 54903, 54914, 54967, 5500, 55023, 55033, 55112, 55120, 55135, 55159, 55210, 55384, 55505, 55593, 55605, 55610, 55617, 55624, 55630, 55651, 5566, 55670, 55681, 55690, 55697, 55717, 5573, 55777, 55784, 55790, 55869, 55870, 5590, 55901, 55904, 5604, 5605, 56246, 5626, 5631, 5648, 56896, 56937, 5700, 57020, 57054, 57055, 57061, 57096, 57135, 57178, 5718, 57187, 5727, 5728, 57492, 57539, 57545, 57560, 57680, 57688, 57704, 5792, 5824, 5826, 5830, 5831, 5832, 58499, 5881, 5885, 5889, 5894, 59, 5913, 5915, 5922, 59336, 5940, 5977, 5978, 5982, 60, 6016, 60495, 60529, 6091, 617, 6237, 6239, 6261, 6299, 633, 63895, 63901, 64093, 641, 64131, 64132, 64324, 64327, 64359, 64412, 64682, 6477, 64840, 6492, 6497, 65062, 65109, 65250, 65267, 653361, 654, 6572, 6595, 6601, 6602, 6605, 6611, 6638, 6654, 6655, 6659, 6663, 6664, 673, 6775, 6794, 6804, 6812, 6845, 6866, 6874, 6875, 6878, 6885, 6897, 6899, 6904, 6905, 6911, 6925, 6926, 6938, 6949, 701, 7012, 7020, 7042, 7043, 7046, 7048, 7074, 7132, 72, 720, 7252, 7259, 7290, 7291, 7298, 729920, 7317, 7319, 7353, 7424, 745, 7458, 7461, 7466, 7469, 7474, 7476, 7477, 7486, 7507, 7508, 7516, 7518, 7528, 7543, 7681, 7737, 7798, 7841, 7846, 78989, 79053, 79087, 791114, 79140, 79147, 79184, 79576, 79577, 79583, 79600, 79633, 79650, 79659, 79718, 79728, 79770, 79813, 79848, 79867, 79875, 79947, 80036, 80144, 80169, 80173, 80184, 80199, 80204, 80267, 80311, 8036, 8076, 80776, 80816, 8085, 81031, 815, 81839, 81848, 81887, 8195, 8214, 8216, 8220, 8241, 8242, 8260, 8289, 8294, 8295, 8302, 833, 83479, 8367, 83700, 83879, 83990, 84100, 84163, 84172, 84181, 84197, 84225, 84277, 84282, 84300, 84314, 84320, 84340, 84464, 84667, 84733, 84823, 84892, 84919, 8496, 84984, 8510, 8514, 8567, 8643, 867, 8726, 875, 8788, 8799, 8820, 8822, 8879, 8882, 8905, 8924, 8985, 89884, 89891, 90121, 9031, 90416, 90952, 91039, 91057, 91147, 91181, 9150, 91801, 91875, 9215, 92344, 92345, 92482, 9319, 9325, 93627, 9382, 9394, 93953, 94005, 9401, 9469, 9487, 9496, 9508, 9533, 9562, 9569, 9578, 9632, 9646, 9653, 9681, 9723, 9739, 9772, 9780, 9791, 9820, 9839, 9851, 9860, 9896, 990, 9915, 9968, 998, 9993",192,21,785,977
Hypochloremia,"1187, 1811, 3758, 6557, 7809",,"10916, 1188",5,0,2,7
Carcinoid tumor,"1027, 4221, 546, 6392, 7249",,"1026, 1030, 1031, 324, 3458, 4000, 7248",5,0,7,12
True hermaphroditism,"6662, 6736, 7490","10655, 1761, 268, 6658, 7536","23322, 2516, 26123, 27077, 51259, 54903, 57096, 57545, 65062, 79583, 79600, 79770, 79848, 79867, 80184, 80776, 84314, 91147",3,5,18,21
Chronic bronchitis,"1080, 5265",79068,"115948, 146206, 161582, 1789, 23639, 26146, 2990, 339829, 345895, 51364, 5424, 54768, 54919, 55036, 55130, 56171, 56683, 5880, 6337, 6338, 6340, 6674, 6891, 7840, 85478, 9841, 9898",2,1,27,29
Fulminant hepatic failure,"11232, 3875",26253,"10068, 3033, 331, 4068, 85476",2,1,5,7
Abnormal ossification involving the femoral head and neck,1280,"1277, 1278, 1300, 176, 249, 340719, 50508, 57492, 632, 6662, 6678, 6696, 8515, 860, 9241","100151683, 126792, 1311, 1836, 2317, 389434, 405753, 4148, 415, 50506, 5449, 54808, 55325, 5626, 6528, 7038, 7173, 7252, 7253, 79848, 8022, 8820, 89884, 9786",1,15,24,25
Abnormality of the menstrual cycle,"10734, 11077, 135935, 1586, 171568, 207, 2099, 2100, 2153, 2155, 2260, 2332, 23514, 2353, 2492, 2516, 2778, 2798, 344018, 367, 3814, 3952, 3953, 4000, 4214, 4438, 4439, 5054, 5155, 5290, 5447, 5468, 55213, 5618, 5626, 56945, 57697, 6091, 646, 654, 658, 668, 6774, 7015, 7450, 7681, 78995, 8091, 8192, 8243, 84515, 84634, 857, 8626, 8892, 9210",144165,"100033413, 10011, 10020, 10059, 10165, 10235, 1026, 10269, 1027, 10273, 1028, 1030, 1031, 10371, 10806, 10908, 11020, 11232, 11234, 1161, 123016, 125150, 128674, 129880, 132320, 1363, 145624, 147872, 148738, 1528, 157657, 1584, 1588, 1630, 164045, 166379, 1729, 1730, 1848, 190, 1967, 200734, 2074, 208, 2147, 2157, 2159, 2160, 2162, 2165, 2186, 221711, 2243, 2244, 2253, 2261, 2266, 22800, 22808, 22954, 23028, 2313, 23218, 23347, 23395, 23414, 23432, 23438, 23476, 23742, 23767, 2488, 2533, 2542, 254394, 254528, 25836, 2592, 26012, 26160, 2625, 2626, 26284, 2661, 2690, 27241, 2736, 2796, 2811, 2812, 2815, 285025, 29072, 2908, 29893, 3077, 3170, 317761, 3295, 338433, 342618, 3481, 359948, 3653, 3674, 3690, 3730, 3845, 388552, 389549, 3972, 3981, 3991, 3998, 402381, 402569, 4221, 4342, 4358, 4627, 4692, 4771, 4808, 4867, 4869, 4893, 4926, 493856, 4948, 49855, 5015, 50846, 50937, 50964, 51057, 51199, 51206, 5122, 5144, 51684, 51741, 5189, 5190, 5192, 5256, 5257, 5261, 5324, 5328, 5346, 5371, 540, 5428, 54361, 54476, 5449, 54551, 54585, 546, 54756, 54766, 54880, 54903, 55109, 55154, 55212, 55315, 55636, 5568, 55717, 5573, 558, 55869, 56652, 5696, 57122, 5718, 57647, 5781, 57817, 5795, 582, 583, 585, 5885, 5894, 5914, 5922, 6016, 60675, 6237, 63915, 63924, 64072, 64859, 6492, 650, 6598, 6605, 6608, 6638, 6654, 6655, 6658, 6662, 6663, 673, 6736, 6777, 6845, 6866, 6870, 6907, 7036, 7086, 7157, 7171, 7175, 7454, 7456, 7476, 7486, 7490, 7704, 7840, 791114, 79140, 79625, 79718, 79738, 79798, 79983, 80173, 80184, 80204, 81575, 81608, 81848, 8195, 8216, 8314, 83550, 84062, 84100, 84168, 84196, 84231, 84690, 84984, 8516, 8565, 867, 8820, 8822, 8890, 8891, 8924, 89781, 89884, 90411, 9049, 9060, 9101, 9126, 9150, 92482, 9319, 93426, 93587, 9394, 9563, 9692, 9723",56,1,273,329
Areflexia,"100134444, 10280, 10342, 10908, 121512, 1272, 127833, 16, 2218, 23064, 23095, 2548, 2673, 2705, 3030, 3032, 3315, 3708, 4000, 400916, 4099, 4287, 4359, 4703, 4747, 477, 478, 4952, 5375, 5376, 5428, 54332, 54840, 5621, 5828, 59341, 59345, 5981, 6261, 6305, 63895, 6606, 6607, 6616, 7317, 79147, 79628, 80207, 80208, 8139, 81790, 8291, 84197, 84466, 859, 9217, 953, 9570, 9927, 9990","10083, 2670, 4340, 51010","10020, 10059, 10073, 100996717, 101060691, 10159, 1020, 10290, 10324, 10329, 10397, 10516, 10558, 10585, 10613, 1073, 10743, 10755, 1103, 11041, 11145, 112, 11232, 11280, 11284, 1161, 1282, 1291, 129285, 1303, 1305, 132001, 1337, 148789, 1605, 163175, 1674, 1785, 1798, 1806, 182, 1861, 1890, 1959, 199857, 200205, 2065, 2074, 2273, 22880, 22943, 22954, 23175, 23204, 23219, 23221, 23230, 23250, 23299, 23321, 23345, 23479, 23533, 23590, 2395, 246243, 246329, 25894, 25929, 26047, 2617, 26278, 2632, 26353, 2653, 270, 2733, 274, 283446, 28982, 291, 29925, 29929, 29954, 29967, 3035, 3094, 3098, 311, 3156, 3190, 3295, 3300, 340075, 3475, 3508, 353116, 3679, 3710, 3735, 374393, 375790, 390594, 3908, 3913, 3977, 4076, 4141, 427, 4311, 4358, 4361, 4534, 4547, 4568, 4576, 4618, 463, 4632, 4633, 4649, 476, 4762, 4976, 50, 50484, 50717, 5081, 51, 51008, 51099, 51117, 51128, 51305, 5165, 51776, 5189, 5192, 5193, 5195, 5238, 5339, 5373, 54463, 547, 55005, 5528, 55331, 55624, 55681, 55775, 55906, 55958, 56052, 5611, 5631, 56652, 56704, 5700, 57003, 57104, 57190, 57222, 57449, 57716, 57731, 57863, 58, 5825, 5830, 5832, 60482, 6240, 6253, 6310, 6326, 6335, 6336, 64374, 64419, 64423, 64837, 65055, 6507, 65125, 6513, 6548, 6572, 6576, 6663, 667, 6709, 6786, 6834, 6843, 6904, 7138, 7169, 7170, 7273, 7274, 729920, 7358, 7415, 7453, 7504, 7515, 773, 7879, 79581, 79587, 79731, 79784, 79912, 80347, 8087, 81570, 81846, 81857, 8292, 8398, 84342, 8449, 84570, 84665, 84876, 84892, 8504, 8506, 85365, 8557, 8565, 8566, 8659, 87178, 8729, 8799, 8802, 8878, 8884, 8888, 89874, 8988, 90678, 91137, 9131, 91574, 91942, 91949, 9200, 9215, 92609, 9325, 9342, 93627, 9488, 9499, 966, 9692, 9895, 9896, 9997",60,4,262,322
Hypokalemic metabolic alkalosis,"1187, 1188, 3291, 3758, 3766, 6557, 7809","3290, 3762, 3768, 3773, 6559","10320, 3106, 58528",7,5,3,10
Abnormal pituitary gland morphology,"1499, 2253, 2260, 23312, 23432, 2516, 25942, 2619, 2736, 283987, 4221, 4990, 5015, 50937, 5155, 51684, 5443, 5449, 55636, 5626, 64072, 6469, 6496, 652, 6638, 6657, 6658, 673, 6870, 6909, 7201, 7252, 7873, 79798, 8022, 83550, 84634, 8820, 89884, 9049",,"100033413, 1026, 1027, 1028, 1029, 1030, 1031, 10371, 10734, 10735, 10785, 1080, 10908, 11128, 11200, 113179, 116519, 122402, 125150, 128674, 134218, 140801, 144132, 145173, 145624, 145645, 147872, 148867, 1513, 1528, 154197, 157570, 157680, 1583, 158401, 1586, 1621, 1630, 164045, 1644, 171568, 1730, 18, 1848, 1859, 1896, 190, 196385, 1968, 200162, 207, 2074, 2077, 2099, 2100, 215, 2186, 2188, 2193, 221711, 2245, 22796, 22800, 22827, 23007, 23028, 23031, 2317, 23193, 23247, 2332, 23394, 23395, 23414, 23514, 23742, 23767, 2488, 2492, 254394, 254528, 257, 2626, 2627, 2661, 26834, 2688, 2692, 2693, 27125, 27286, 2737, 2778, 2783, 283847, 284058, 284086, 285025, 28514, 285498, 286053, 286151, 2887, 2908, 2917, 2956, 29880, 29893, 3043, 30813, 3170, 317719, 317761, 3248, 3284, 3295, 338433, 340719, 3417, 3418, 344018, 3458, 3479, 3481, 3547, 3653, 367, 3730, 375307, 3767, 3845, 389549, 3952, 3953, 3972, 3973, 3981, 402381, 4072, 4087, 4173, 4214, 4292, 4297, 4436, 4438, 4439, 4509, 4524, 4567, 4595, 4692, 472, 4771, 4791, 4792, 4838, 4841, 4863, 4948, 50484, 50511, 50846, 50940, 51004, 51053, 51119, 5122, 5161, 51726, 51741, 5290, 5297, 5308, 5310, 5311, 5373, 5378, 5395, 54, 5422, 5424, 5426, 54456, 5447, 54499, 54551, 5456, 546, 54756, 54820, 54888, 54967, 55012, 55131, 55154, 55159, 55215, 55315, 55599, 55699, 55717, 5573, 5605, 56154, 56155, 56159, 5618, 56945, 57122, 5718, 57187, 57216, 5727, 57647, 57688, 57697, 58499, 60401, 60675, 6091, 6224, 64218, 646, 6491, 6492, 657, 6578, 658, 6598, 6605, 6608, 6662, 6663, 6664, 668, 6736, 675, 6777, 6845, 6875, 6905, 6926, 695, 6997, 7015, 7048, 7050, 7080, 7157, 7248, 7249, 7403, 7490, 7516, 7528, 7543, 7546, 7555, 7681, 7707, 7737, 7840, 78995, 791114, 79184, 79625, 79631, 79644, 79796, 79989, 80114, 80324, 8085, 8139, 81848, 8192, 8216, 8243, 8312, 8314, 84133, 84196, 84225, 84231, 84265, 84515, 8468, 84690, 84733, 84976, 8517, 8567, 8626, 8675, 8822, 8924, 8928, 9056, 9095, 9101, 91057, 91147, 9210, 9289, 93426, 93627, 9394, 93953, 9526, 9578, 9581, 9702, 9723, 9742, 9791, 9851, 9897, 9915, 9968",40,0,320,360
Ventilator dependence with inability to wean,3508,"2548, 6334, 8929","210, 4556, 55687, 7084",1,3,4,5
Fatigue,"10019, 10060, 10320, 10568, 10891, 11155, 114548, 1277, 1374, 1493, 1499, 1610, 1674, 1743, 1756, 1788, 190, 2034, 2066, 2068, 2071, 2113, 213, 215, 2213, 2260, 22880, 23040, 23534, 238, 2521, 25942, 26191, 2643, 2645, 2670, 2717, 2908, 30061, 3040, 3077, 3172, 34, 3586, 3593, 359948, 3662, 3717, 3759, 3784, 4000, 4087, 4191, 4204, 4210, 4233, 4352, 440275, 4607, 4615, 4625, 4763, 4926, 50484, 51284, 5133, 5156, 5236, 5251, 5257, 5260, 5290, 5294, 5350, 5371, 5428, 5444, 55654, 55750, 57190, 5837, 59067, 5913, 5914, 595, 596, 613, 6261, 6329, 6389, 6390, 6391, 6444, 6559, 6647, 672, 675, 6772, 6774, 6777, 6778, 695, 70, 7015, 7046, 7068, 7084, 7099, 7128, 7134, 7148, 7157, 7273, 727897, 7317, 7415, 7428, 7555, 79577, 8048, 8074, 811, 81608, 8291, 8557, 861, 866, 8867, 8878, 9365","11076, 1394, 207, 2289, 25974, 4306","10059, 10068, 101101692, 10133, 10144, 101928376, 1029, 10318, 10370, 10486, 10507, 10587, 10625, 10892, 10973, 11200, 11232, 11277, 115286, 1175, 1186, 1230, 1244, 1278, 128240, 128674, 1289, 1290, 1298, 130340, 137814, 1380, 140628, 1410, 146206, 146862, 148022, 1482, 149233, 1621, 162417, 1639, 1643, 165, 171023, 1773, 1829, 1832, 1991, 2035, 2057, 2072, 2073, 21, 212, 2215, 2218, 221895, 2271, 2274, 22845, 23022, 23025, 2304, 23095, 23250, 23400, 23435, 23530, 24142, 25, 2512, 25978, 2624, 2626, 2627, 2629, 26525, 2702, 27063, 27086, 27235, 27249, 2733, 2736, 282996, 283, 285282, 2859, 291, 2911, 29110, 29127, 2956, 29760, 2995, 29978, 3039, 3075, 3106, 311, 3113, 3115, 3123, 3155, 3170, 3178, 330, 337867, 341208, 3426, 3459, 3492, 3500, 3501, 3507, 3514, 3543, 355, 3592, 3594, 3615, 3643, 3654, 3663, 3679, 3684, 3741, 3753, 3760, 3762, 3783, 3815, 3839, 3845, 389421, 3910, 3930, 4004, 400916, 4067, 4072, 4088, 4089, 4149, 4158, 4179, 4194, 4221, 4261, 4292, 439, 442721, 4436, 4485, 4566, 4595, 4613, 4624, 4633, 4635, 4665, 472, 4744, 4750, 4791, 4795, 4863, 4869, 4878, 4929, 4976, 5015, 50640, 5073, 51604, 5172, 51744, 51750, 51752, 51776, 5216, 5255, 5256, 5261, 5293, 5295, 5308, 5339, 5378, 538, 5395, 5420, 54209, 5424, 5426, 5445, 54453, 5446, 5449, 5450, 546, 54790, 54840, 54880, 54899, 54949, 55023, 55024, 55240, 5528, 55340, 55624, 5573, 55791, 55800, 55830, 55863, 56244, 56246, 5626, 56262, 5630, 5657, 5660, 5663, 5664, 56652, 57057, 57158, 57531, 5774, 57798, 58, 58484, 5894, 5979, 6005, 604, 6098, 6123, 6224, 6311, 6324, 6327, 6330, 6331, 6337, 6338, 6340, 6392, 63976, 640, 64072, 64218, 6427, 6440, 6476, 64859, 6519, 6521, 653509, 654, 657, 6571, 6572, 6583, 6657, 6658, 6688, 6689, 6696, 6708, 6710, 6711, 6770, 6775, 6901, 6925, 6929, 6945, 7012, 7036, 7048, 708, 7080, 7092, 7098, 7112, 7137, 7139, 7168, 7169, 7170, 7187, 720, 7201, 7204, 721, 7248, 7249, 7252, 7253, 7292, 729238, 7332, 7414, 7454, 7456, 7507, 7508, 7528, 755, 7704, 7716, 7849, 79258, 79572, 79717, 79718, 79728, 79798, 79932, 79991, 8022, 81031, 8106, 8148, 81622, 8302, 83550, 8402, 84265, 84665, 84868, 859, 8659, 867, 88, 8820, 8915, 8929, 8974, 89884, 899, 9015, 9049, 9051, 9095, 91039, 91624, 9200, 9203, 9217, 9464, 9493, 9529, 9531, 9581, 9631, 973, 974, 9780, 9782, 9829, 9842, 9896, 9915, 9966, 9992",130,6,370,500
Abnormal left ventricular end-diastolic volume,"1410, 1756, 1829, 4607, 4624, 91624, 9531",4000,"11155, 171019, 2218, 5663, 5664, 5894, 6444, 6901, 70, 7137, 7139, 7168, 7414, 8048, 84665, 9529",7,1,16,23
Laryngeal edema,"5340, 64711, 710",,"2050, 7512",3,0,2,5
Decreased total granulocyte count,1991,1440,"201294, 204, 23451, 51311, 54790, 6234, 6901",1,1,7,8
Flattened epiphysis,"1297, 1298, 176, 1836",,"11285, 124583, 126792, 1280, 1299, 1301, 1302, 1462, 2317, 26229, 374654, 3769, 3835, 4036, 4322, 4796, 5033, 55214, 55325, 55764, 55790, 5745, 59341, 63895, 64131, 64132, 64412, 6497, 652, 7227, 83452, 84068, 84189, 84572, 84695, 8838, 8985, 91252, 9131, 92344, 9451, 9469, 9496",4,0,43,47
Tinnitus,"117531, 1181, 1690, 23095, 2717, 4363, 4763, 4771, 5251, 54949, 595, 6391, 6392, 6559, 776, 9132, 9885","100996717, 1281, 1729, 2070, 2161, 3371, 7466","112476, 1188, 125336, 152137, 1584, 1585, 1743, 1788, 1834, 2034, 207, 2271, 22943, 22953, 23516, 26191, 2911, 3123, 355, 3717, 3762, 407053, 4149, 4191, 4668, 477, 491, 51004, 5155, 51684, 5290, 5376, 55654, 56172, 56616, 5979, 6323, 6389, 6390, 6598, 6605, 6608, 7015, 7428, 773, 80736, 8216, 8314, 8402, 84231, 857, 9131, 9927, 9984",17,7,54,71
Agammaglobulinemia,"1678, 29760, 3070, 3543, 3551, 5295, 57217, 6688, 6929, 695, 96459, 973, 974","147372, 6400, 6774, 7187, 7852, 987","3507, 3561, 4261, 5293, 56262, 7922, 83879, 84433",13,6,8,21
Loss of subcutaneous adipose tissue in limbs,"3991, 4000, 5468","2167, 23064, 23411, 3952, 4199, 4803, 5295, 627, 79071","10269, 4854, 5130, 5346, 5424, 63924, 84823, 857",3,9,8,11
