Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Motor seizure,"10000, 10021, 10059, 10159, 10166, 10243, 10295, 10319, 10381, 10479, 10588, 10617, 10641, 10659, 10664, 10667, 10695, 10815, 10939, 10991, 1106, 11152, 11212, 112476, 112755, 11284, 112939, 11342, 1135, 1137, 1141, 114327, 116115, 116150, 116461, 1173, 1181, 1182, 1183, 128240, 128989, 137682, 140679, 144165, 1457, 1460, 1468, 1496, 150094, 1509, 154881, 16, 161725, 1641, 170302, 1719, 1759, 1798, 1806, 1859, 1917, 197322, 1974, 199857, 2055, 2192, 221692, 221927, 2257, 2258, 22796, 22845, 22854, 23030, 23031, 23067, 23096, 23097, 23126, 23152, 23154, 23229, 23236, 23241, 23258, 23261, 23265, 23312, 23316, 23327, 23334, 23394, 23499, 2475, 2554, 2556, 2558, 2562, 2563, 256471, 2566, 2571, 2581, 25814, 25885, 2593, 25930, 25974, 26040, 26047, 26227, 26235, 26275, 2629, 2639, 2645, 2653, 26960, 27010, 27133, 2720, 27286, 27315, 2752, 2775, 2776, 2782, 2783, 2801, 283989, 284184, 2891, 2892, 2898, 2902, 2903, 2904, 2917, 29920, 29968, 3054, 3074, 3098, 3192, 340024, 340533, 343450, 347733, 348980, 3630, 3735, 3736, 3737, 3745, 3746, 3747, 3767, 3778, 3785, 3786, 378884, 3798, 3800, 3832, 387119, 400569, 401474, 4076, 4191, 4204, 4247, 427, 440, 443, 4508, 4509, 4524, 4535, 4536, 4537, 4538, 4540, 4541, 4549, 4565, 4567, 4571, 4677, 4694, 4723, 4758, 4761, 477, 478, 4905, 4915, 4929, 4983, 501, 5048, 50485, 50801, 51091, 51112, 51117, 51227, 513, 51343, 51412, 5160, 51604, 51645, 51651, 51741, 51807, 527, 5277, 5283, 5290, 5325, 535, 53616, 538, 5428, 5457, 54802, 54820, 55152, 5530, 55361, 55610, 55739, 55768, 56246, 56479, 5649, 5660, 56915, 56947, 56997, 57010, 57465, 57468, 57526, 57531, 57582, 57647, 5813, 5833, 58497, 5934, 6050, 610, 6304, 6323, 6324, 6326, 6328, 6334, 6335, 6389, 63908, 6392, 64324, 644096, 6487, 6506, 6507, 6509, 6513, 6529, 6595, 6611, 6709, 6711, 6774, 6785, 6792, 6812, 6833, 686, 6904, 7040, 7248, 7249, 727676, 7280, 728294, 7283, 7337, 7355, 7358, 7532, 773, 774, 775, 776, 781, 7846, 785, 78987, 79042, 79143, 7915, 7957, 79587, 79641, 79718, 79751, 79813, 79868, 79876, 79947, 80036, 80331, 80704, 80746, 80781, 80856, 8131, 81570, 816, 81603, 8242, 8243, 83475, 83548, 84059, 84188, 84274, 84320, 8452, 84816, 84823, 8496, 85440, 8573, 8604, 8733, 8803, 8813, 8818, 8831, 8867, 90417, 9211, 92335, 92609, 9289, 93210, 9361, 9487, 9568, 9570, 9681, 9759, 9853, 9900, 9969","26115, 5728, 64207","1000, 100151683, 10297, 10430, 10565, 1062, 1107, 125988, 129285, 132158, 1327, 1351, 1353, 1392, 149371, 162417, 166378, 2019, 2073, 2137, 2271, 22858, 22931, 23219, 23221, 23443, 23732, 253959, 25915, 25977, 2760, 283987, 284058, 284098, 2896, 3458, 3651, 3658, 4558, 4564, 4566, 4568, 4572, 4574, 4575, 4577, 4578, 4695, 4762, 490, 498, 51075, 51124, 51294, 51362, 514, 51506, 51611, 523, 5293, 5297, 54496, 55209, 55275, 55325, 55699, 55780, 5594, 5602, 56270, 56978, 57061, 57094, 57282, 58472, 60558, 6134, 6197, 6390, 64780, 64864, 701, 7862, 79029, 815, 83479, 83696, 84197, 8449, 84833, 84896, 8504, 85365, 8629, 8659, 8943, 9091, 91647, 93183, 9326",359,3,100,459
Mottled pigmentation,"10269, 3852, 3861",,"3248, 4000, 50506, 84946, 9401",3,0,5,8
Multicystic kidney dysplasia,"1131, 139285, 145173, 151188, 1717, 2138, 2239, 2313, 23322, 23476, 23556, 25802, 25836, 25970, 26123, 27031, 27077, 2719, 2767, 3239, 340419, 3909, 3914, 3918, 3975, 3978, 403, 4629, 4638, 4920, 5076, 51259, 5189, 5190, 5195, 54903, 55670, 55869, 56623, 57096, 57466, 5824, 583, 5830, 5885, 63895, 64359, 65062, 6628, 6928, 699, 701, 7020, 72, 7473, 79600, 79770, 79848, 80000, 80184, 8085, 8195, 8204, 8243, 8405, 84314, 8481, 8504, 8799, 91147, 9126, 9158, 9231, 9319, 9496, 9702, 9759, 9839","4772, 5310, 9451","10225, 10992, 11041, 147912, 23522, 51360, 5192, 5193, 5194, 55784, 57545, 5828, 6299, 64840, 6495, 7403, 79583, 79867, 80776, 9184, 9409",78,3,21,99
Multifocal cerebral white matter abnormalities,"10166, 103, 10535, 11277, 25939, 4854, 64135, 728294, 79621, 83696, 84153, 90952",,"100147744, 134353, 2548, 83480",12,0,4,16
Multinodular goiter,"23328, 23405, 9049, 9817",,"7840, 83550, 8379",4,0,3,7
Multiple gastric polyps,"254394, 26585, 324, 4089, 4436, 4437, 4595, 4913, 5424, 54894, 5728, 657, 6794, 8930",,"11277, 1495, 2022, 27030, 2956, 4072, 4292, 5395, 5426, 7248, 7249, 8313, 999",14,0,13,27
Multiple myeloma,"171023, 3815, 54790, 595",596,"2629, 3981, 6427, 950",4,1,4,8
Multiple renal cysts,"10806, 11020, 11231, 123016, 1282, 129880, 135886, 155368, 155382, 157657, 166379, 168667, 2006, 221037, 22954, 26160, 27241, 2812, 29880, 3984, 4041, 4853, 4867, 4952, 51057, 51339, 5311, 5373, 54585, 54903, 55212, 582, 583, 585, 595, 6299, 653361, 6794, 6804, 6899, 7248, 7249, 7290, 7353, 7428, 7461, 79738, 80184, 8195, 84100, 84163, 84277, 8449, 8468, 84984, 9031, 92482, 9569, 9632","201163, 5076","114049, 1312, 132320, 2137, 2317, 26608, 2969, 324, 421, 49855, 5194, 5589, 5982, 6239, 7458, 79053, 80173",59,2,17,76
Multiple suture craniosynostosis,"2077, 2263, 7291",,"1312, 221037, 2812, 421, 6239, 6899, 7290, 7353, 9632",3,0,9,12
Muscle abnormality related to mitochondrial dysfunction,"10128, 10667, 11232, 112812, 125170, 126328, 1339, 1352, 1468, 1716, 1763, 1890, 22868, 23474, 23479, 246243, 26235, 284439, 291, 3980, 4358, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4729, 50484, 50640, 51103, 51204, 51300, 5428, 55154, 55572, 55750, 55863, 56652, 57505, 57570, 6240, 6834, 7019, 7084, 7156, 79133, 84334, 84705, 859, 8802, 91942, 9997",1487,"1340, 1355, 221927, 25915, 284184, 28958, 29078, 374291, 4508, 4511, 4512, 4513, 4514, 4519, 4535, 4536, 4537, 4538, 4540, 4541, 4556, 4558, 4564, 4566, 4567, 4568, 4570, 4572, 4574, 4575, 4576, 4577, 4578, 4694, 4697, 4700, 4709, 4715, 4716, 4976, 498, 51067, 54539, 54931, 55687, 6341, 65080, 80224, 80324, 87178, 92667",54,1,51,105
Muscle fiber cytoplasmatic inclusion bodies,"10324, 1073, 131377, 1798, 199857, 2273, 2318, 23676, 2673, 29925, 390594, 4625, 4703, 4709, 4747, 58, 6261, 6263, 6786, 7138, 7169, 7170, 79912, 844, 84665, 84700, 85365, 9499","4000, 5339","122622, 1353, 339855, 56203, 84876",28,2,5,33
Muscle fiber tubular inclusions,"1798, 199857, 6786, 85365",,"2673, 29925, 844, 84876",4,0,4,8
Muscle flaccidity,"100134444, 3759, 6329, 779",,"10008, 1277, 1278, 2556, 3762, 3920, 4358, 5189, 5190, 5339, 64374, 89910",4,0,12,16
Muscle spasm,"1180, 1188, 120892, 1289, 140803, 1639, 1756, 22880, 23025, 285489, 29925, 367, 3736, 4359, 476, 487, 5071, 5159, 5213, 5224, 55733, 6261, 6329, 65018, 6559, 6647, 6786, 779, 84033, 844, 846, 8867, 9897",,"10008, 100134444, 10058, 10133, 10342, 10367, 10585, 10891, 11232, 112812, 11315, 1145, 1277, 1282, 1290, 129607, 1376, 146206, 1586, 1610, 1716, 1738, 1763, 1798, 1807, 1981, 199857, 2066, 2218, 23175, 23317, 23435, 23479, 2395, 246243, 2521, 2556, 2581, 25978, 26058, 2617, 2629, 2632, 26580, 2673, 270, 2717, 272, 2733, 27429, 2767, 2778, 283, 28982, 291, 29110, 29967, 29978, 3030, 3032, 3074, 3094, 311, 3178, 3315, 339855, 34, 37, 3703, 375790, 3758, 3839, 3908, 3920, 3939, 400916, 4287, 4508, 4512, 4514, 4593, 4744, 4747, 4750, 50484, 51271, 5155, 51776, 5216, 5230, 5255, 5256, 5257, 5260, 5261, 5376, 5420, 54209, 5428, 5444, 5445, 5446, 54517, 54822, 54832, 54872, 55737, 55830, 5630, 5660, 56652, 57462, 57863, 5832, 5836, 5837, 58494, 60684, 6253, 6310, 6311, 65055, 6557, 6566, 6575, 6606, 6607, 6622, 6840, 729920, 7345, 7415, 755, 79147, 79628, 79903, 80207, 8148, 81545, 84340, 84842, 84876, 85365, 859, 8659, 8675, 8729, 8878, 899, 90523, 9213, 9217, 9782, 9829, 9896, 9927",33,0,156,189
Muscle stiffness,"1180, 1376, 1410, 203859, 215, 23503, 2581, 2741, 2743, 284119, 3094, 3339, 3736, 390594, 4703, 487, 547, 58, 5837, 6261, 6329, 6683, 6687, 6786, 6843, 7169, 7170, 7555, 779, 80025, 8291, 84665, 859, 9152",,"100134444, 100147744, 100151683, 10243, 103, 10324, 10535, 11155, 11277, 134353, 170302, 1718, 2260, 23400, 2556, 25939, 37, 3798, 3832, 3839, 3845, 3939, 4137, 4508, 4644, 51308, 5213, 5255, 5297, 5420, 5428, 55129, 55157, 5575, 5660, 64135, 64374, 6513, 6566, 7084, 7132, 79621, 7994, 84153, 84896, 84909, 8867, 90523, 9499, 9829",34,0,50,84
Muscle weakness,"10008, 100134444, 10020, 100288687, 10049, 10054, 10073, 10079, 101060691, 10128, 10133, 10229, 10243, 10280, 10282, 1029, 10290, 103, 10312, 10329, 10342, 10352, 10367, 10371, 10381, 10397, 10516, 10528, 10533, 10558, 10585, 10616, 10659, 10667, 10681, 10686, 1073, 10730, 10735, 10755, 10801, 10815, 10891, 10908, 10978, 10991, 1103, 11080, 111, 11117, 11128, 11155, 11160, 11198, 112, 1120, 11232, 11235, 112476, 11261, 11280, 112812, 11284, 112939, 1130, 113189, 113278, 1134, 11340, 1140, 114034, 1144, 1145, 115286, 1161, 116228, 1175, 1180, 1181, 1188, 120227, 121512, 122553, 122622, 123606, 124093, 124454, 126129, 126328, 1272, 1277, 1278, 127833, 1282, 128674, 1289, 128989, 1291, 1292, 1293, 1298, 1303, 1305, 131118, 131377, 132, 132001, 1327, 133686, 1337, 1339, 1352, 1371, 1374, 1376, 137682, 1410, 142680, 146862, 147912, 1482, 148789, 1490, 149371, 1499, 150094, 1584, 1585, 1593, 1594, 16, 1605, 1610, 1630, 163175, 1639, 1644, 1674, 170302, 1716, 1719, 1756, 1757, 1758, 1759, 1760, 1763, 1778, 178, 1785, 1786, 1789, 1798, 1861, 1890, 19, 1917, 1959, 199857, 200205, 200734, 2010, 203228, 203547, 203859, 2066, 207, 210, 2108, 2109, 2110, 212, 2137, 2138, 215, 2200, 221496, 221692, 2218, 2253, 226, 2260, 2273, 22800, 22827, 22845, 22866, 22880, 2290, 22943, 22947, 22954, 23019, 23025, 23028, 2303, 23064, 23095, 23111, 23129, 2313, 23175, 2318, 23203, 23219, 23224, 23230, 23241, 23259, 23287, 23299, 23312, 2332, 23321, 23334, 23345, 23347, 23394, 23400, 23435, 23479, 23503, 23516, 23533, 23534, 23556, 23676, 2395, 24142, 246243, 246329, 2483, 2517, 2521, 253738, 253959, 2548, 2555, 2556, 2561, 2566, 25778, 2581, 2583, 25885, 25915, 25923, 25953, 25977, 25978, 26092, 2617, 26191, 26235, 26278, 2628, 2632, 26353, 2643, 2645, 26576, 26580, 2670, 2671, 2673, 2697, 26999, 270, 2705, 27145, 27235, 27245, 27247, 2733, 274, 2760, 2767, 2778, 2782, 2821, 283, 284111, 284119, 284184, 284439, 285025, 285489, 2892, 28962, 28976, 28982, 2902, 2903, 2906, 29078, 2908, 29089, 291, 29110, 2934, 29887, 2992, 29925, 29940, 29954, 29957, 29967, 29978, 3028, 3030, 3032, 3035, 3064, 3073, 3074, 3077, 3094, 3098, 3106, 311, 3119, 3123, 3145, 3156, 3178, 3181, 3190, 3211, 3251, 3300, 3315, 3329, 3339, 339855, 34, 3423, 343641, 3475, 348980, 3508, 353116, 3593, 359948, 3615, 3654, 3658, 3662, 3663, 367, 3679, 37, 3708, 3710, 3714, 3735, 3736, 3737, 374291, 374393, 375790, 3758, 3759, 3762, 3767, 3798, 3839, 3845, 388962, 389549, 3897, 389827, 390594, 3908, 3913, 391356, 3920, 3930, 3980, 3991, 4000, 4001, 400916, 4038, 4041, 4076, 410, 4137, 4151, 4191, 4221, 427, 4287, 4311, 435, 4358, 4359, 443, 4508, 4524, 4534, 4547, 4593, 4604, 4618, 4620, 4621, 4625, 4632, 4649, 4669, 4702, 4703, 4705, 4709, 4715, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4744, 4747, 4750, 4758, 476, 4761, 4763, 477, 4771, 478, 4780, 4869, 487, 4893, 4915, 4926, 4929, 4942, 4976, 4982, 5048, 50484, 50485, 50628, 50640, 5081, 50940, 50964, 51004, 51008, 51010, 51062, 51067, 51079, 51099, 51103, 5111, 51117, 51227, 51244, 51271, 51300, 51305, 51324, 51343, 51412, 51506, 5155, 5165, 51651, 5167, 51684, 5172, 51741, 51763, 51776, 51816, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5213, 5216, 523, 5230, 5236, 5251, 5255, 5256, 5257, 5260, 5261, 5264, 5277, 5281, 529, 5290, 5297, 53371, 5339, 5351, 5354, 5373, 5375, 5376, 538, 5393, 540, 54209, 5428, 54332, 54344, 5442, 5444, 54463, 54539, 5456, 54567, 546, 54676, 547, 54756, 54800, 54805, 54820, 54822, 54840, 54880, 54902, 5498, 55033, 55072, 55154, 55157, 55187, 55526, 55572, 55621, 55624, 55636, 5566, 55670, 55681, 55687, 55750, 55768, 55791, 55830, 55863, 55906, 55958, 5605, 56172, 56203, 5621, 5630, 5631, 5660, 56623, 56652, 56704, 56915, 56947, 5696, 56983, 56997, 57038, 57104, 57165, 57167, 57176, 57190, 57222, 5728, 57410, 57449, 57505, 57562, 57570, 57679, 57704, 57716, 57731, 5781, 57863, 58, 5824, 5828, 5830, 5837, 5894, 5903, 5913, 5914, 5917, 59341, 59345, 595, 5981, 5994, 60386, 60481, 60482, 60684, 617, 6182, 6237, 6240, 6253, 6261, 6263, 6301, 6303, 6305, 6310, 6311, 6323, 6324, 6326, 6329, 6334, 6337, 6338, 6340, 6389, 63895, 63899, 6392, 64116, 64127, 64208, 64374, 644096, 6442, 64423, 6443, 6444, 6445, 6472, 64856, 6495, 6497, 65055, 6506, 6521, 65260, 654, 6557, 6559, 6567, 6572, 6576, 6584, 6598, 6605, 6606, 6607, 6608, 6609, 6616, 6647, 6652, 6655, 6663, 6678, 6683, 6687, 6696, 6697, 6708, 6709, 6712, 673, 6772, 6774, 6775, 6786, 6792, 6833, 6834, 6843, 686, 6870, 6901, 6904, 6945, 6948, 7015, 7040, 7072, 7080, 7084, 710, 7125, 7138, 7143, 7148, 7156, 7157, 7167, 7169, 7170, 7253, 7273, 7274, 7276, 729359, 7317, 7355, 7386, 7415, 7421, 7428, 7443, 7453, 7504, 7515, 7528, 755, 7555, 773, 774, 779, 7809, 7879, 788, 79048, 790955, 79133, 79147, 79152, 79158, 79184, 79188, 7920, 79572, 79577, 79581, 79625, 79628, 79718, 79731, 79736, 79751, 79798, 79868, 79876, 79912, 79947, 80208, 80308, 80704, 8074, 80821, 8086, 8087, 8106, 8120, 8139, 8148, 81545, 816, 81603, 81790, 81846, 81848, 81857, 819, 8216, 823, 825, 8291, 8292, 8314, 835, 83636, 8398, 84033, 84133, 84196, 84197, 8425, 84334, 84340, 84342, 844, 84466, 8449, 84570, 846, 84617, 84628, 84665, 84879, 84892, 84919, 8504, 8506, 85365, 8557, 8565, 8566, 857, 8573, 859, 8604, 867, 8729, 88, 8802, 8803, 8818, 8831, 8838, 8867, 8878, 8884, 8888, 889, 8891, 8898, 8913, 8943, 89874, 8988, 899, 89910, 90523, 90624, 90678, 9101, 91137, 91452, 91574, 91647, 91942, 9200, 9215, 9217, 92667, 9289, 9325, 9342, 93587, 93627, 9373, 9409, 9420, 9453, 9499, 95, 9512, 9516, 9517, 9531, 9562, 9568, 9570, 9581, 966, 9723, 9725, 9742, 9782, 9896, 9897, 9907, 9927, 9987, 9990, 9997","2887, 8925","1001, 100131801, 100151683, 10058, 10060, 10082, 100996717, 10102, 101929726, 10195, 10235, 10262, 10269, 1028, 10293, 10297, 10324, 10345, 10491, 10526, 10568, 1062, 10660, 10682, 10683, 10733, 10743, 10847, 10939, 10940, 10973, 11005, 11014, 11041, 11149, 112752, 11277, 11285, 114548, 116115, 116150, 1184, 118429, 1186, 1187, 1213, 121340, 1235, 124583, 125170, 125988, 126792, 1280, 1281, 1290, 129285, 1297, 1299, 1300, 1301, 1302, 1311, 132884, 1340, 134218, 134701, 1355, 138050, 1387, 139285, 140679, 1436, 145258, 145873, 148738, 150468, 1513, 153241, 157570, 161742, 165, 166929, 168667, 170691, 1718, 1723, 1747, 1749, 175, 1750, 176, 1788, 182, 1836, 1848, 1855, 1857, 1906, 1909, 191, 1947, 1954, 1962, 20, 202018, 2033, 2038, 2074, 2077, 2121, 2122, 2131, 2132, 2146, 2192, 219844, 2201, 2202, 221264, 222663, 2245, 2254, 2255, 2257, 2261, 2263, 2271, 22808, 22856, 22858, 22868, 22906, 22995, 2304, 23097, 23118, 2316, 23169, 2317, 23184, 23213, 23233, 23314, 23322, 2335, 23363, 23384, 23432, 23483, 23498, 23522, 23545, 23586, 23592, 23594, 23636, 23761, 23767, 249, 25, 2535, 255758, 2558, 257, 25836, 25839, 2588, 25886, 2590, 2591, 25911, 25973, 26123, 26146, 26160, 26175, 26227, 26229, 26503, 267010, 2688, 2690, 2692, 2693, 27152, 2719, 272, 2720, 27286, 27315, 27343, 2736, 2737, 27445, 2773, 2775, 2783, 2799, 283120, 283209, 285203, 285362, 285590, 286, 286053, 2879, 28981, 29072, 29123, 2917, 2972, 29895, 2990, 29968, 29980, 29998, 30008, 3097, 3110, 3207, 3209, 3239, 3248, 3265, 3313, 3400, 340419, 3417, 3418, 342184, 3425, 3479, 3480, 3481, 3483, 3516, 3547, 3549, 3551, 3557, 3561, 3572, 3636, 3691, 372, 3730, 3745, 374654, 3747, 3766, 3835, 387733, 3899, 3911, 392255, 3955, 3977, 4010, 4015, 4052, 4053, 4054, 406932, 4087, 4088, 4089, 411, 4125, 4126, 4141, 4148, 415, 4174, 4222, 4233, 4256, 4297, 4313, 4318, 4322, 4323, 444, 4488, 4507, 4509, 4512, 4513, 4514, 4535, 4536, 4537, 4538, 4540, 4541, 4556, 4558, 4564, 4565, 4566, 4567, 4568, 4570, 4571, 4572, 4574, 4575, 4577, 4578, 4591, 4594, 4613, 4633, 4668, 4683, 4693, 4694, 4700, 4716, 4729, 4784, 4796, 4841, 4851, 4853, 486, 4880, 4882, 4883, 4920, 4921, 498, 4998, 5000, 5015, 5034, 50515, 50717, 5077, 50814, 50846, 51, 51025, 51053, 51082, 51098, 51102, 51116, 51119, 5116, 51199, 51204, 51259, 513, 5130, 51360, 5139, 514, 5144, 51594, 51626, 51659, 51715, 5176, 518, 5295, 5307, 5308, 5324, 5331, 5332, 5352, 5358, 5371, 54, 54187, 5426, 5445, 5446, 5447, 5449, 545, 5476, 5479, 54808, 54903, 54928, 54936, 5500, 55112, 55151, 55152, 55191, 55250, 5530, 55315, 55325, 55343, 55503, 55599, 55603, 55610, 55650, 5567, 55679, 55697, 55699, 55703, 55717, 5573, 55764, 55775, 55790, 55835, 55858, 55869, 5593, 5594, 5604, 56244, 5626, 56603, 5689, 56937, 56975, 57020, 57128, 5744, 5745, 57492, 57514, 57539, 57545, 57560, 57572, 57688, 57728, 57817, 579, 5805, 5825, 5831, 5832, 5881, 5885, 5898, 5921, 5922, 5932, 5977, 5980, 60, 6016, 6023, 60529, 60675, 60676, 60681, 6134, 6137, 6197, 6239, 6299, 6314, 6328, 633, 6341, 6390, 63901, 6399, 64072, 64094, 64131, 64132, 64135, 64175, 6424, 64324, 64327, 64359, 64412, 64419, 64432, 6448, 6452, 6468, 6469, 6473, 64802, 64841, 64859, 649, 650, 65082, 6515, 65250, 6569, 6571, 6578, 658, 6597, 65992, 65998, 6628, 6654, 6657, 6658, 6662, 6710, 6729, 6777, 6840, 6885, 6905, 6910, 6911, 6913, 6916, 6926, 6938, 6949, 695, 7020, 7042, 7043, 7046, 7048, 7066, 7200, 7227, 7234, 727857, 728294, 7291, 729920, 7305, 7407, 7468, 7471, 7473, 7474, 7475, 7476, 7480, 7516, 7518, 7532, 760, 7704, 781, 7840, 7849, 78989, 79087, 79583, 79631, 79659, 79705, 79784, 79796, 79809, 79867, 79875, 79879, 80184, 80185, 80199, 8022, 80224, 80254, 80324, 8036, 8076, 8085, 8091, 8092, 81031, 81608, 81620, 81794, 81796, 8200, 8243, 8318, 83452, 83605, 83706, 83987, 84068, 84168, 84188, 84231, 84265, 8443, 84572, 84667, 84668, 84679, 84700, 8481, 84833, 84876, 8493, 8517, 85301, 8540, 860, 8600, 8626, 871, 87178, 875, 8792, 8799, 8813, 8820, 8822, 8892, 8942, 8945, 8974, 89884, 89891, 89970, 90, 9056, 9060, 9091, 90952, 90993, 91147, 91179, 91252, 9126, 9131, 91461, 91754, 9197, 92002, 92344, 9241, 9244, 9247, 92609, 9321, 9343, 9361, 9365, 9382, 9394, 9401, 9419, 9427, 9451, 9469, 9496, 9533, 9573, 9653, 9663, 9692, 9719, 9759, 9775, 9786, 9790, 9791, 9820, 9842, 9851, 9853, 9871, 990, 9917, 9935, 9939, 9949, 998",876,2,677,1553
Myeloid leukemia,"171023, 1788, 200734, 2162, 2165, 219285, 22808, 23092, 26040, 2624, 3417, 3815, 3845, 4763, 4893, 54790, 5604, 5781, 5894, 5922, 6016, 6237, 6427, 6654, 673, 7012, 7015, 8216, 867","2305, 23562, 29988, 3257, 3676, 3897, 4897, 5133, 55315, 6382, 63827, 6401, 6404, 7412, 80381, 8448, 861, 92421","22800, 6655",29,18,2,31
Myocardial fibrosis,"100820829, 10112, 10848, 2218, 22845, 2318, 27068, 3920, 4000, 4625, 4633, 5054, 57158, 6123, 70, 7139, 7840, 84665","1277, 1281, 4087, 4088, 4092, 4312, 4313","4591, 7137",18,7,2,20
Myocarditis,"1230, 27068, 2879, 3459, 3586, 3592, 595, 6775, 7099, 7428",,"101928376, 149233, 3106, 337867, 355, 3662, 4210, 51752, 720, 801, 81031, 8302",10,0,12,22
