Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Arthralgia of the hip,"1280, 1297, 1311, 1836, 4148, 567","114548, 55288, 595, 79792","1298, 1299, 6399",6,4,3,9
Rectal prolapse,"1080, 1277, 1290, 135886, 147372, 1909, 2006, 2202, 22802, 3783, 3981, 4000, 4089, 4282, 4629, 51085, 54808, 5728, 657, 6774, 6794, 7040, 7461, 8425",4583,"1084, 11254, 114049, 115019, 1289, 1495, 155368, 155382, 2212, 254394, 26585, 26608, 27030, 2729, 2947, 2956, 2969, 3077, 3162, 324, 3643, 3984, 4072, 4292, 4436, 4437, 4595, 4680, 4913, 51164, 5265, 5395, 5424, 5426, 54496, 54880, 54888, 54894, 5982, 6197, 653361, 6550, 6556, 6804, 7248, 7249, 7458, 7543, 8260, 8313, 84163, 84277, 8468, 8930, 9031, 9569, 999",24,1,57,81
Abnormal corneal thickness,"10461, 10594, 11081, 123016, 1258, 1259, 1281, 130557, 1634, 2200, 2201, 2202, 2255, 2263, 23418, 23746, 24, 3000, 30813, 3265, 3419, 3420, 346007, 3708, 4010, 4015, 4054, 406960, 4087, 4088, 4166, 444, 5351, 5949, 5961, 6010, 6017, 6100, 6101, 6103, 6121, 6295, 63895, 6497, 6935, 7042, 7048, 7399, 7439, 8100, 83959, 84140, 84627, 875, 91851",,"10002, 10210, 10383, 10526, 10681, 11107, 11117, 112752, 113457, 138050, 1406, 145226, 157657, 162, 165, 167691, 196, 2261, 23020, 23370, 23568, 24148, 25, 25794, 26121, 26160, 2737, 2979, 30008, 343035, 3614, 3617, 375298, 3769, 388939, 392255, 403, 4117, 4751, 4882, 4883, 4893, 4901, 4921, 49855, 50939, 51259, 5130, 5145, 5148, 5158, 54806, 55033, 55624, 55812, 55857, 55975, 56937, 57096, 57545, 57670, 57709, 582, 583, 5995, 60509, 6094, 6102, 633, 64218, 64802, 7025, 7043, 7046, 7275, 7287, 7401, 762, 768206, 79797, 79875, 79934, 79947, 80184, 8076, 81031, 84100, 84168, 8481, 85015, 8842, 9128, 9129, 92211, 9227, 92840, 94137, 9657, 9742, 9785",55,0,100,155
Cutaneous finger syndactyly,"1001, 1009, 10586, 1147, 117581, 147372, 1832, 1947, 1954, 2188, 2263, 22856, 23327, 25914, 2719, 2737, 284252, 3239, 3664, 3728, 4038, 4621, 4920, 5077, 50814, 50964, 51057, 583, 63895, 64327, 6469, 64840, 6910, 7291, 775, 79633, 79639, 7994, 80144, 81607, 8626, 8642, 9241",,"2239, 26040, 2697, 4998, 55012, 55209, 57728, 5818, 6299, 65250, 7862, 8294, 8318, 9791",43,0,14,57
Anorexia,"1026, 1027, 1029, 1030, 10318, 10560, 11277, 113235, 149233, 171023, 23530, 26191, 3106, 3123, 337867, 3586, 359, 3592, 3593, 359948, 3654, 3662, 3663, 3684, 3717, 38, 383, 3845, 4089, 4158, 4204, 4210, 4221, 4615, 472, 478, 4869, 5009, 51284, 5133, 5371, 546, 54880, 554, 55630, 56246, 5774, 5914, 595, 640, 6507, 6521, 6696, 672, 6774, 6777, 6850, 6945, 7040, 7099, 7128, 7157, 7704, 773, 79728, 81608, 867, 919, 950","3091, 3934, 627, 6319, 6863, 8074, 9518","101928376, 1031, 10587, 1230, 1380, 1493, 162417, 1773, 2113, 2213, 2215, 221895, 23022, 2313, 23221, 249, 2629, 2717, 27249, 285282, 3141, 3155, 3459, 3492, 3500, 355, 4352, 4568, 4594, 477, 4926, 51752, 5314, 54790, 54899, 55024, 5573, 6098, 6326, 6427, 64859, 6513, 675, 6770, 6775, 720, 721, 7292, 7332, 79718, 79932, 811, 8302, 861, 875, 8974, 9054, 915, 916",69,7,59,128
Abnormality of endocrine pancreas physiology,"1026, 1027, 1030, 1031, 129563, 148738, 2184, 2239, 2642, 2645, 2719, 2746, 3172, 3630, 3643, 3651, 3767, 389692, 3930, 4221, 5078, 57817, 595, 6566, 6774, 6833, 6928, 7351, 7428, 7528, 9451","23621, 3784, 5122, 55088",,31,4,0,31
Flat face,"10195, 10262, 1062, 10682, 10847, 10982, 11128, 11285, 113189, 114548, 118429, 1186, 124583, 126792, 1277, 1278, 1280, 1281, 129285, 1311, 1436, 145258, 147372, 170691, 1758, 1836, 1855, 1857, 1909, 1947, 2131, 2132, 2137, 2146, 2200, 2245, 2253, 2260, 2261, 2263, 22827, 22856, 2316, 2317, 23233, 23314, 23363, 23432, 23522, 249, 2517, 2535, 257, 25886, 2688, 2697, 2720, 2778, 285362, 2879, 28960, 29072, 29123, 29128, 29940, 3110, 3313, 3339, 3417, 3418, 3483, 3516, 3549, 374654, 3835, 3845, 3911, 3955, 4000, 4054, 4087, 4088, 4148, 415, 4297, 4313, 4318, 4621, 4763, 4796, 4851, 4853, 4882, 4893, 4920, 4921, 50485, 50515, 5063, 50964, 5116, 5144, 51594, 5251, 5295, 5307, 5308, 54187, 54209, 5426, 54499, 54567, 546, 55012, 55033, 55650, 55670, 55703, 55764, 5604, 56603, 5689, 56975, 57492, 57539, 5781, 5881, 59341, 5977, 60, 60529, 64131, 64132, 6424, 64324, 64412, 6452, 6469, 64802, 6497, 650, 6595, 6597, 6598, 6654, 6655, 6662, 6678, 673, 6911, 6926, 6949, 695, 7040, 7042, 7046, 7048, 7227, 7291, 7473, 7474, 7518, 7862, 79158, 79633, 79809, 79813, 8036, 8091, 8092, 81620, 81794, 8200, 8216, 83987, 84695, 8481, 860, 8626, 91179, 91252, 9241, 9419, 9469, 9496, 9508, 9533, 9719, 9742, 9759, 9820, 9841, 9871, 9896, 9898, 998",51322,"1001, 100151683, 10060, 10082, 1009, 10235, 10269, 1028, 10293, 10297, 10312, 10371, 10491, 10522, 10524, 10606, 10660, 10683, 10733, 10908, 10940, 11005, 11014, 11117, 112752, 1184, 120227, 121340, 128674, 1297, 1298, 1299, 1300, 1301, 1302, 132884, 134218, 134701, 138050, 1387, 139285, 142680, 145873, 1490, 1499, 1500, 150468, 1513, 153241, 157570, 1594, 161742, 166929, 168667, 1718, 1723, 1747, 1749, 175, 1750, 176, 1763, 1788, 1789, 1834, 1906, 1954, 200734, 202018, 203068, 2033, 203859, 2077, 2121, 2122, 2192, 219844, 2201, 222663, 2254, 2255, 22800, 22808, 22858, 22995, 23118, 23169, 23184, 23187, 23213, 23322, 2335, 23384, 23483, 23498, 23545, 23586, 23592, 23594, 23761, 255758, 2571, 258, 25836, 25839, 2588, 25885, 2590, 2591, 25911, 26123, 26146, 26160, 26175, 26227, 26229, 26503, 26834, 2690, 2692, 2693, 27152, 2719, 27343, 2736, 2737, 2773, 2799, 283120, 285203, 285590, 286053, 28962, 28981, 2972, 29887, 29895, 2990, 29957, 29968, 29980, 30008, 3070, 3207, 3209, 3239, 3248, 3265, 3400, 340419, 342184, 3423, 3425, 347734, 3479, 3480, 3481, 3547, 3551, 3557, 3561, 3572, 3636, 372, 375056, 3759, 3799, 387733, 3899, 392255, 3930, 3977, 4010, 4038, 4041, 4052, 4053, 406932, 4089, 4094, 411, 4125, 4126, 4174, 4222, 4233, 4256, 4322, 4323, 4330, 4488, 4507, 4591, 4613, 4659, 4669, 4750, 4758, 4784, 4880, 4883, 4982, 4998, 5000, 5015, 5033, 5034, 5077, 50814, 50945, 51025, 51053, 51082, 51098, 51119, 51199, 51259, 5130, 51360, 5139, 51626, 51659, 5167, 51715, 5176, 51776, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5324, 5331, 5332, 5351, 5352, 5358, 54, 5447, 5449, 54496, 545, 5476, 5479, 54808, 54903, 54928, 54968, 5500, 55112, 55151, 55191, 55315, 55325, 55343, 55503, 55599, 55603, 5566, 5567, 55697, 55699, 5573, 55790, 55835, 55858, 55869, 55906, 5593, 5594, 55969, 5605, 56172, 5626, 56915, 57020, 57167, 5727, 5744, 5745, 57514, 57545, 57560, 57572, 57688, 57728, 579, 5824, 5828, 5830, 5831, 5885, 5894, 5898, 5932, 6016, 6023, 60676, 60681, 6134, 6137, 6237, 6239, 6299, 633, 63895, 63901, 6399, 64094, 64116, 64135, 64175, 64327, 64359, 6448, 6468, 6473, 64841, 649, 65082, 65250, 6578, 658, 65992, 6605, 6628, 6657, 6658, 6697, 6729, 6774, 6777, 6786, 6885, 6905, 6910, 6913, 6916, 6938, 7043, 7066, 727857, 7305, 7421, 7468, 7471, 7475, 7476, 7480, 7481, 755, 760, 7704, 7840, 78989, 79087, 79577, 79583, 79631, 79659, 79705, 79791, 79796, 79867, 79879, 80184, 80185, 80199, 8022, 80254, 8074, 81796, 818, 8243, 8318, 83452, 83706, 83879, 84068, 84188, 8443, 84572, 846, 84667, 84700, 8493, 8504, 8517, 85301, 85365, 8540, 8600, 867, 871, 8792, 8799, 8813, 8820, 8838, 8942, 8945, 8985, 89866, 89884, 89891, 89970, 90, 9060, 90993, 91147, 9126, 9131, 91461, 91754, 92002, 92344, 9247, 9276, 9321, 9343, 9361, 9365, 9382, 9401, 9409, 9427, 9451, 9573, 9653, 9663, 9775, 9786, 9791, 9842, 9851, 990, 9917, 9935, 9939, 9949, 999",196,1,443,639
Upper limb spasticity,"10280, 10558, 11160, 1183, 23111, 23259, 23503, 2521, 2583, 3798, 51117, 51271, 51412, 5277, 57156, 57187, 57679, 57704, 6687, 6904, 80208, 81790, 823, 84320, 85465, 9420, 9897",,"220296, 51704, 57038, 57165, 6304",27,0,5,32
Increased inflammatory response,"100, 100151683, 100288687, 10043, 10060, 10068, 10092, 10095, 10134, 10157, 10165, 10166, 101928376, 10216, 10243, 1027, 10273, 10295, 10297, 103, 10309, 10312, 10318, 10320, 10342, 10370, 10379, 1041, 10483, 10507, 10512, 10516, 10519, 10522, 10525, 1053, 10535, 105371045, 10551, 10555, 10558, 10559, 10616, 10625, 10682, 10714, 10735, 10747, 1075, 10755, 10758, 1080, 10804, 10806, 10815, 1084, 10847, 10892, 10913, 10999, 11005, 11011, 11012, 11020, 11128, 11151, 11254, 112744, 11277, 1130, 113189, 113220, 11330, 114548, 114803, 115019, 115650, 1161, 1175, 1186, 1188, 121214, 121391, 1230, 123016, 126410, 126695, 126792, 127534, 1280, 128178, 1286, 1288, 1289, 1290, 1294, 129880, 1301, 130340, 1308, 1314, 134218, 134353, 1357, 135886, 136647, 1380, 1387, 139212, 1438, 1439, 144568, 144811, 146206, 146845, 147138, 147372, 1474, 1475, 148022, 1487, 149233, 1493, 1499, 1508, 152110, 1535, 1536, 155368, 155382, 1581, 16, 162, 1642, 1643, 164781, 165, 165918, 1678, 169792, 171023, 1717, 1736, 1739, 1748, 1767, 1770, 1773, 1776, 1786, 1789, 1794, 1828, 1859, 1889, 1893, 1896, 1908, 1909, 1910, 1956, 196528, 1991, 199221, 2000, 200373, 2006, 201294, 2013, 2019, 203190, 2033, 2038, 203859, 204, 204219, 2050, 2064, 2065, 2067, 2068, 207, 2071, 2072, 2073, 2074, 2077, 2099, 21, 2113, 2137, 215, 2153, 2162, 2165, 2186, 219972, 221037, 2212, 2213, 2214, 221421, 2215, 221895, 223117, 224, 2243, 2248, 2253, 2255, 2260, 2261, 2263, 2271, 22800, 22802, 22806, 22837, 22845, 22861, 22880, 22900, 22948, 22954, 2296, 23007, 2302, 23028, 2303, 23040, 23112, 2312, 23126, 23129, 2313, 2314, 23149, 23152, 2316, 23165, 23175, 23193, 2324, 23279, 2328, 23308, 2332, 23347, 23385, 23387, 23451, 23476, 23483, 23495, 23500, 23509, 23534, 23556, 23592, 23594, 23600, 23607, 23729, 23765, 2395, 242, 246176, 2483, 2531, 2535, 2538, 2542, 25836, 25914, 25923, 25939, 25942, 25959, 25974, 25981, 26007, 26040, 26053, 2615, 26154, 26160, 2619, 26191, 26227, 2623, 2625, 2626, 2627, 26276, 26277, 2629, 2642, 26525, 26608, 2668, 2672, 2678, 2683, 26873, 2697, 27019, 27022, 27040, 2706, 2707, 27086, 2710, 27125, 27148, 27178, 27241, 27245, 2729, 2736, 2741, 2743, 2767, 2776, 2778, 2783, 2799, 2812, 283209, 283446, 284058, 284119, 284252, 285, 28514, 285590, 285848, 2859, 286, 286053, 28755, 2887, 28982, 28985, 29072, 2908, 29110, 29123, 2934, 2947, 2969, 29760, 29775, 2984, 29851, 29880, 29887, 2990, 29926, 29927, 29940, 29957, 29967, 30008, 30011, 3039, 3040, 3043, 3071, 3077, 3105, 3106, 3107, 3110, 3113, 3115, 3117, 3119, 3123, 3141, 3155, 3162, 3181, 324, 3248, 3257, 326, 330, 331, 3313, 3321, 3373, 3376, 337867, 338328, 3394, 339829, 340024, 340061, 341208, 3417, 3425, 3426, 3431, 344, 345611, 345643, 3458, 345895, 3459, 3476, 348, 3482, 348938, 3501, 352909, 353116, 355, 3551, 3554, 3557, 3559, 356, 3560, 3561, 3569, 3570, 3572, 3574, 3575, 3586, 3587, 3588, 3590, 3592, 3593, 3594, 359948, 3604, 3643, 3654, 3655, 3659, 3662, 3663, 3664, 367, 3679, 3684, 3689, 3691, 37, 3702, 3712, 3716, 3717, 3718, 3735, 374393, 374407, 375056, 3763, 3783, 3815, 3832, 3848, 3852, 3858, 3861, 3872, 3875, 388015, 388698, 3908, 3909, 3913, 3914, 3918, 3932, 3937, 3939, 3952, 396, 3978, 3981, 3984, 399, 4000, 4010, 4023, 404672, 4047, 4052, 4054, 4067, 4068, 4069, 4072, 4081, 4088, 4094, 411, 4125, 4149, 4153, 4194, 4204, 421, 4210, 4212, 4221, 4233, 4256, 4261, 427, 4281, 4282, 4297, 4311, 4312, 435, 4358, 4478, 4485, 4487, 4507, 4512, 4513, 4514, 4522, 4538, 4540, 4541, 4547, 4567, 4598, 4613, 4615, 4624, 4627, 4629, 4633, 4643, 4680, 4683, 4688, 4689, 4700, 472, 4722, 4733, 4763, 4780, 4784, 4790, 4791, 4792, 4796, 4803, 4838, 4842, 4853, 4860, 4867, 4868, 4869, 4893, 4902, 4914, 4920, 4921, 4926, 4952, 4982, 5048, 5053, 50615, 50619, 5073, 5075, 5076, 5080, 50937, 50940, 50943, 5095, 51057, 51062, 51085, 51111, 51119, 51135, 51196, 51284, 5130, 51311, 5133, 51341, 51364, 51371, 51428, 5156, 5157, 5160, 51726, 51750, 51752, 51776, 51816, 5184, 5205, 5236, 5238, 5243, 5244, 526, 5265, 5277, 5283, 5290, 5293, 5294, 5295, 5297, 5310, 5311, 5314, 5317, 5333, 5336, 5339, 5340, 535, 5351, 5371, 5373, 538, 54, 54014, 5422, 5426, 5428, 5429, 54345, 54361, 54440, 54443, 54453, 54496, 54499, 5450, 54585, 546, 5468, 54681, 54765, 54768, 54790, 54795, 54796, 54809, 54848, 54872, 54880, 54885, 54888, 54899, 54903, 54914, 54919, 54941, 54970, 5498, 55023, 55024, 55036, 55072, 55135, 55172, 55181, 55212, 55243, 55294, 55315, 55329, 55343, 55384, 55503, 55505, 5551, 55612, 55630, 55651, 5566, 5573, 55739, 55746, 5575, 55788, 55791, 5580, 55806, 55851, 55869, 5591, 5594, 5604, 56160, 56171, 56172, 56244, 56246, 56262, 5644, 5645, 5657, 5663, 56916, 5692, 5696, 5698, 56983, 5699, 56992, 57003, 57057, 57104, 57105, 57122, 57152, 57165, 57169, 5718, 57190, 57217, 5723, 5727, 5728, 57492, 57539, 57551, 57589, 57591, 57609, 57623, 57680, 5771, 57724, 57728, 5777, 57822, 5788, 58, 5800, 5813, 5818, 582, 5832, 58484, 5879, 5880, 5885, 5896, 5897, 5903, 59067, 5908, 5914, 593, 59335, 59344, 5950, 5965, 5966, 5971, 5977, 5979, 5980, 5982, 5993, 5994, 6016, 6023, 6045, 60468, 60684, 6097, 6135, 617, 6239, 6261, 629, 6303, 6307, 6337, 6338, 6340, 6389, 63894, 6390, 6391, 6392, 63924, 63929, 6399, 640, 641, 64127, 64131, 64135, 64170, 6427, 64324, 643418, 64359, 6439, 6440, 64423, 64446, 6445, 64581, 6469, 6477, 64788, 64864, 64919, 6496, 652, 6521, 653361, 6550, 6556, 6559, 6573, 6578, 6595, 6597, 6598, 6601, 6602, 6603, 6605, 6608, 6659, 6664, 6674, 6688, 6689, 6690, 6696, 6708, 6710, 6711, 6718, 672, 6720, 6728, 673, 6736, 6772, 6773, 6774, 6775, 6777, 6778, 6785, 6786, 6789, 6804, 6812, 6813, 6820, 6821, 6850, 6868, 6872, 6874, 6885, 6890, 6891, 6892, 6897, 6899, 6904, 6909, 6925, 6929, 6935, 6945, 695, 6997, 70, 7010, 7012, 7015, 7030, 7040, 7042, 7043, 7046, 7048, 7050, 7051, 7068, 7080, 7084, 7086, 7092, 7099, 712, 7128, 7132, 7133, 714, 7156, 7157, 716, 7161, 7169, 7170, 7174, 7175, 7189, 72, 720, 721, 7225, 726, 727, 7290, 7292, 7298, 7314, 7317, 7319, 7332, 7353, 7369, 7374, 7388, 7403, 7456, 7458, 7468, 7469, 7490, 7498, 7507, 7508, 7535, 7543, 7546, 755, 7704, 7737, 775, 7780, 7840, 7852, 7879, 78987, 79023, 79087, 79092, 79158, 7922, 79258, 79415, 7957, 79577, 79621, 79631, 79633, 79644, 79718, 79722, 79755, 79796, 79798, 79848, 79902, 79925, 79932, 7994, 80025, 80114, 80169, 80184, 80204, 80232, 80270, 8036, 8085, 81, 81031, 811, 81494, 81570, 816, 81603, 81608, 81704, 81857, 81858, 8216, 8218, 8243, 825, 8270, 8289, 8302, 8312, 8314, 8318, 833, 83478, 83544, 83550, 83706, 83737, 8382, 83844, 83861, 83879, 8398, 84033, 84061, 841, 84100, 84153, 84181, 84196, 8425, 843, 84342, 84433, 84466, 84522, 8456, 846, 8468, 847, 84701, 8481, 84818, 84823, 84868, 84876, 84896, 84905, 84976, 84992, 85016, 8517, 8526, 8542, 85452, 8546, 8547, 8558, 857, 860, 8600, 8604, 861, 8625, 8626, 8647, 8651, 867, 8675, 8676, 868, 8701, 871, 8737, 875, 8788, 8792, 8883, 8913, 8915, 8928, 8942, 8974, 89765, 9020, 90268, 9031, 90417, 9051, 9054, 9056, 9060, 9076, 9094, 9095, 90952, 9101, 91039, 9126, 915, 916, 91662, 917, 91754, 9181, 919, 920, 9200, 9203, 92344, 9244, 92579, 92749, 92935, 930, 9333, 9342, 9361, 93627, 939, 940, 9411, 9420, 9496, 9508, 9509, 9517, 9526, 9563, 9569, 9578, 959, 9632, 96459, 9663, 9688, 9692, 9719, 973, 974, 975, 9759, 977, 9780, 9837, 9839, 9841, 9842, 9863, 987, 9896, 9939, 9948, 9966, 9968, 9971, 999","23102, 3553, 3605, 6878, 8742, 931","100147744, 100996717, 101060691, 10526, 10677, 10743, 10894, 11117, 11133, 113179, 11322, 114049, 115399, 115948, 123872, 1281, 1285, 1287, 1291, 1297, 1298, 1299, 1302, 1312, 132320, 133686, 139818, 1462, 1482, 151516, 157657, 1584, 161582, 161742, 166379, 175, 1777, 1822, 1836, 200734, 205327, 2070, 2078, 2188, 2200, 2201, 2202, 220202, 221322, 2235, 22808, 22947, 23096, 23194, 23639, 25, 25790, 2588, 25885, 26038, 26130, 2622, 2624, 26258, 26580, 267010, 26834, 26960, 2720, 2742, 284086, 286204, 28962, 2961, 29969, 3021, 3081, 3209, 3265, 3423, 3492, 3500, 3507, 3514, 3543, 374654, 374879, 3769, 378884, 3845, 3854, 388389, 3911, 3930, 3954, 3973, 4001, 4015, 4035, 4036, 4087, 444, 4534, 4535, 4558, 4564, 4572, 4574, 4575, 4578, 4594, 4668, 4854, 488, 4882, 4883, 49855, 50485, 5096, 51164, 51314, 51360, 51473, 51479, 540, 54463, 5500, 55033, 55037, 55130, 55214, 55636, 55699, 55719, 55765, 56006, 5605, 5629, 5649, 56683, 56937, 56984, 57393, 57465, 57511, 5781, 5784, 5825, 583, 585, 5894, 5921, 5922, 6103, 6237, 633, 6335, 64072, 64087, 64132, 64411, 64412, 64421, 64682, 64858, 64859, 6491, 6497, 6499, 65082, 6654, 6655, 6768, 686, 7037, 7038, 7075, 713, 715, 718, 7248, 7249, 7389, 7390, 7424, 7454, 7461, 7827, 79645, 79650, 79738, 79875, 79934, 79987, 80173, 8076, 8086, 8195, 8260, 83538, 8364, 8367, 84163, 84189, 84277, 84695, 84984, 85358, 85478, 8642, 8828, 8829, 8985, 9049, 9152, 92482, 93233, 9620, 9652, 9742, 9786, 998",1158,6,222,1380
Intermittent episodes of respiratory insufficiency due to muscle weakness,"1103, 1134, 375790, 57190, 60482",3032,"127833, 1305, 4625, 4649, 6572, 6576, 6616, 6843, 7273",5,1,9,14
Abnormal larynx morphology,"10236, 10262, 10522, 10743, 10755, 11128, 1303, 1312, 1387, 1493, 1513, 157680, 1836, 1906, 2033, 2050, 2137, 219844, 221037, 2255, 2261, 2263, 2304, 23096, 2314, 2316, 2317, 23314, 23426, 2581, 25885, 27125, 27152, 27245, 2737, 284058, 2972, 3115, 3239, 324, 3339, 341640, 3417, 374654, 3778, 3835, 3845, 3852, 3861, 3909, 3914, 3918, 3930, 4000, 4038, 4054, 4087, 4089, 415, 421, 4212, 4256, 427, 4281, 4750, 4784, 4796, 4897, 51053, 5116, 51199, 51341, 5396, 54496, 55023, 55294, 55384, 55612, 55636, 5660, 57560, 5894, 6091, 6239, 64711, 6477, 65992, 6659, 6662, 6711, 6857, 6885, 6899, 6926, 7290, 7486, 7547, 775, 79659, 7994, 80144, 8425, 8493, 8788, 89910, 9632, 9719, 9723, 9759, 9782","1948, 29123, 3678, 5604, 6469, 648, 652","100996717, 101060691, 101929726, 104, 1062, 139285, 1841, 2187, 2200, 221322, 22827, 22858, 23498, 23522, 23594, 253959, 26005, 26040, 26123, 26191, 2812, 29967, 3020, 3021, 3113, 353116, 374879, 388015, 389827, 4519, 51506, 51626, 529, 5340, 5447, 55112, 5657, 5745, 57539, 5825, 6134, 64864, 6650, 710, 7353, 7512, 79631, 79753, 80816, 89891, 91179, 91461, 9361, 9775",110,7,54,164
Cerebral hamartoma,"10210, 26123, 2639, 2737, 374654, 4123, 4990, 64601, 6608, 6657, 7074, 7248, 7249, 8481, 9851","4763, 5728","317662, 3458, 51259, 5147, 65250, 79583",15,2,6,21
Cerebellar dentate nucleus calcification,"5155, 5159, 57462, 6575, 727676, 9213",,"1161, 2074",6,0,2,8
Foam cells,"1439, 2720, 3123, 348, 3931, 3988, 4864, 5294, 6309","1051, 114548, 1593, 19, 28999, 3156, 5594, 7421, 79792, 8648, 942, 9619, 968, 972","10577, 1438, 3913, 427, 4758, 50814, 6609",9,14,7,16
Bowed humerus,"100151683, 126792, 1280, 1490, 2317, 340419, 3911, 6678","1594, 162466, 538","3930, 9851",8,3,2,10
X-linked inheritance,"10013, 10046, 10075, 10134, 10149, 10159, 10479, 10682, 10735, 10804, 10916, 10943, 11043, 11141, 11152, 1121, 114928, 116442, 1183, 1184, 1259, 1285, 1286, 1287, 1288, 1349, 139285, 139411, 139818, 139886, 1406, 1536, 1538, 1641, 1654, 1678, 170302, 1730, 1736, 1741, 1756, 1896, 190, 1947, 1968, 2000, 2010, 212, 215, 2157, 2158, 2182, 2187, 22, 221322, 2239, 2245, 2258, 2273, 22866, 23096, 23133, 2316, 23229, 2332, 2334, 23418, 23676, 23746, 24137, 2539, 254065, 2556, 2623, 265, 2652, 26576, 2705, 2706, 2710, 2717, 2719, 27316, 2742, 286410, 286464, 2892, 28952, 28985, 29071, 29978, 3028, 3052, 3054, 3149, 3188, 3251, 331, 340533, 3423, 3547, 3561, 367, 3730, 3897, 389856, 3920, 4007, 4068, 407, 412, 4128, 415, 4204, 4281, 4478, 4534, 4693, 4694, 4810, 4841, 492, 4935, 4952, 4983, 5009, 5063, 50814, 50943, 50945, 51114, 51132, 51284, 51311, 51360, 5160, 5165, 5230, 5251, 5255, 5256, 5277, 5354, 537, 538, 5422, 54413, 54440, 54539, 5456, 546, 54880, 55217, 554, 55593, 55869, 55906, 56159, 5631, 57187, 57502, 57526, 5956, 60506, 6094, 6102, 6103, 6134, 6197, 6247, 63035, 6399, 6473, 64840, 65109, 65267, 6535, 6567, 6611, 6658, 6736, 6748, 6792, 6853, 6855, 6872, 6907, 695, 7030, 7317, 7319, 7355, 7403, 7454, 7504, 7543, 7547, 7552, 778, 79576, 79868, 80311, 81887, 8239, 8241, 8242, 8243, 8260, 8270, 83550, 83844, 84061, 84295, 8450, 84631, 84679, 8471, 8473, 8481, 8517, 8573, 90121, 90161, 90167, 9075, 9130, 9131, 91851, 9203, 9210, 9227, 93953, 959, 9758, 9949, 9968",,"10084, 139212, 1438, 1478, 157657, 203547, 24140, 2664, 30011, 3476, 5148, 5199, 54885, 54967, 5949, 633, 63932, 6756, 6901, 7102, 7401, 7737, 79983, 84100, 8823, 8905, 92002, 9338",236,0,28,264
Neonatal seizure with electrographic correlate,"112476, 3785, 3786, 6326, 6334",,,5,0,0,5
Abnormal tricuspid valve physiology,"1000, 10112, 10370, 10551, 1193, 1278, 1340, 1349, 1482, 171019, 1788, 1857, 1954, 2200, 22884, 2316, 2318, 2626, 30008, 3030, 3032, 368, 388753, 411, 4613, 4624, 4625, 4750, 529, 5337, 54567, 546, 5500, 55033, 5573, 55790, 56915, 57057, 57538, 5828, 5885, 6045, 6329, 6331, 6392, 65082, 6910, 70, 7092, 7125, 7137, 7139, 79770, 79796, 79989, 84100, 84665, 90952, 9469, 96459, 9719","11173, 55295, 673, 79595, 81792","10526, 10651, 10848, 11117, 11285, 113189, 114803, 124583, 126792, 1281, 1317, 165, 2201, 2202, 2317, 25, 26229, 2627, 29957, 3052, 341208, 3835, 4015, 4054, 4087, 4088, 442721, 444, 4841, 4882, 4883, 5033, 5351, 537, 54539, 54892, 56937, 6123, 6223, 633, 63895, 64131, 64132, 64412, 6497, 6901, 7042, 7043, 7046, 7048, 79875, 8076, 81031, 83475, 875, 8985, 90459, 92344",61,5,58,119
Renal salt wasting,"1187, 1188, 1584, 1585, 1589, 3284, 3758, 3766, 3773, 4582, 6337, 6557, 7809, 9231",6559,"10587, 1583, 190, 23530, 4158, 54938, 56246, 6770",14,1,8,22
Non-midline cleft palate,"10413, 1500, 1748, 2736, 3664, 4487, 5156, 57589, 5818",2254,"1009, 10220, 10524, 1147, 171023, 1739, 1836, 22837, 54848, 5727, 6154, 6496, 652, 7341, 8405, 8626, 9411, 9968, 999",9,1,19,28
