Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Multicystic kidney dysplasia,"10225, 10992, 11041, 1131, 139285, 145173, 147912, 151188, 1717, 2138, 2239, 2313, 23322, 23476, 23556, 25802, 25836, 25970, 26123, 27031, 27077, 2719, 2767, 3239, 340419, 3909, 3914, 3918, 3975, 3978, 403, 4629, 4638, 4920, 5076, 51259, 51360, 5189, 5190, 5192, 5193, 5195, 54903, 55670, 55784, 55869, 56623, 57096, 57466, 5824, 5828, 583, 5830, 5885, 63895, 64359, 64840, 6495, 65062, 6628, 6928, 699, 701, 7020, 72, 7403, 7473, 79583, 79600, 79770, 79848, 79867, 80000, 80184, 80776, 8085, 8195, 8204, 8243, 8405, 84314, 8481, 8504, 8799, 91147, 9126, 9158, 9184, 9231, 9319, 9496, 9702, 9759, 9839","3691, 5310, 6878, 9451","23522, 5194, 57545, 6299, 9409",94,4,5,99
Feeding difficulties in infancy,"100033413, 10059, 10084, 10102, 10128, 10210, 1024, 10277, 1028, 10280, 10342, 10381, 10436, 10464, 10466, 10479, 10522, 10558, 10585, 10630, 10664, 10667, 10686, 10735, 10743, 10846, 10907, 1103, 11198, 11231, 112744, 11277, 11284, 112939, 113235, 1134, 11342, 1140, 1144, 1145, 1161, 116461, 116931, 1180, 1185, 126792, 1272, 1277, 127833, 1280, 128637, 128869, 128989, 1291, 129285, 1294, 1305, 1312, 131377, 1352, 1376, 1387, 145173, 145624, 146862, 150094, 153241, 157680, 1585, 1641, 1644, 1654, 166378, 166785, 170302, 170825, 171023, 1716, 1717, 1739, 1748, 1760, 1806, 1859, 1861, 1892, 1974, 1984, 199857, 200424, 2006, 200734, 200894, 2019, 2033, 2036, 2055, 2074, 2146, 2193, 219844, 219854, 2200, 221037, 2218, 2253, 2260, 2263, 22800, 22827, 22837, 22930, 23007, 23013, 23040, 23096, 23116, 23126, 23129, 2313, 2316, 23247, 23312, 23314, 23322, 23345, 23394, 23476, 23512, 23545, 23742, 23765, 2521, 253959, 2548, 25776, 25782, 2581, 25828, 25836, 25885, 259232, 25930, 25939, 25942, 25973, 25974, 26005, 26040, 26053, 26123, 26160, 2619, 2629, 2643, 2653, 27077, 27086, 27125, 27315, 2736, 274, 2742, 27429, 2775, 2783, 2806, 2812, 283120, 283989, 284058, 284184, 28514, 2887, 28952, 2902, 29926, 29954, 29968, 3030, 3032, 3141, 318, 3190, 3265, 326625, 3329, 3339, 338433, 3417, 3481, 359, 3664, 3679, 3712, 3736, 374654, 374879, 375790, 3798, 3845, 3852, 3861, 388015, 389434, 3908, 3913, 3977, 3981, 403, 4041, 405753, 410, 4204, 4247, 4281, 4337, 435, 4358, 443, 4487, 4524, 4534, 4556, 4567, 4621, 4649, 4692, 4724, 4728, 473, 4761, 4784, 4792, 4838, 4841, 4848, 4849, 4893, 4897, 493856, 4948, 4952, 4953, 4976, 4998, 5009, 50506, 5052, 50937, 5095, 5096, 51021, 51082, 51085, 51091, 51111, 51112, 51126, 51241, 51259, 51305, 51399, 51412, 5147, 5156, 5160, 51626, 51684, 51741, 51776, 51780, 5189, 5190, 5192, 5193, 5194, 5195, 526, 5324, 535, 5373, 538, 54463, 5449, 54551, 546, 547, 54806, 54848, 54880, 54888, 54897, 54903, 54931, 5500, 55023, 55112, 55152, 55163, 55210, 55252, 55384, 554, 55593, 55636, 55670, 55681, 55687, 55869, 5589, 5590, 5604, 5605, 5626, 5631, 5660, 56623, 56896, 56992, 57020, 57038, 57128, 57178, 57190, 57194, 5727, 57492, 57545, 57560, 57589, 57679, 57680, 57724, 57728, 57731, 5781, 57822, 58, 5805, 5813, 5818, 5824, 5828, 5830, 58484, 58497, 5879, 5885, 5894, 5913, 5922, 593, 5980, 6016, 60386, 6045, 6049, 60684, 617, 6197, 6237, 6239, 6261, 6323, 6324, 6326, 6328, 6329, 6337, 6338, 6340, 6341, 6389, 63895, 6390, 63908, 6392, 63976, 641, 64324, 6452, 64581, 6469, 64801, 6491, 6492, 6496, 6497, 65062, 65125, 652, 6528, 6535, 6567, 6576, 6598, 6601, 6602, 6609, 6638, 6651, 6654, 6655, 6662, 6664, 667, 6711, 6729, 673, 6792, 6843, 686, 6874, 6885, 6888, 6949, 701, 7038, 7040, 7048, 7050, 7084, 7156, 7169, 7173, 7204, 7252, 7253, 7259, 7290, 7314, 7317, 7337, 7343, 7353, 7358, 7360, 7385, 7403, 7443, 7466, 7528, 7543, 7546, 7681, 7703, 7798, 7841, 7849, 7874, 79042, 79087, 791114, 79147, 79158, 79583, 79600, 79633, 79651, 79659, 79809, 79848, 79867, 80025, 80055, 80173, 80208, 8021, 80210, 8022, 80232, 80267, 80746, 80776, 80816, 8085, 8086, 8091, 81603, 819, 8216, 8218, 8243, 8289, 8292, 833, 83737, 84148, 84172, 84295, 84340, 846, 84617, 84705, 8481, 84818, 84976, 8504, 8514, 8517, 8518, 8560, 8573, 8626, 8642, 867, 87178, 8788, 8799, 88, 8803, 8813, 8820, 8831, 8869, 8884, 8924, 8928, 89884, 89891, 89910, 90522, 9091, 91147, 9126, 91574, 91647, 9200, 9215, 9244, 93210, 9325, 9326, 9338, 9343, 9361, 93627, 9373, 9382, 93986, 9409, 9411, 9453, 9533, 95681, 9632, 9723, 9742, 9786, 9851, 9897, 9940, 999","285175, 4338, 6878, 9581","10157, 10526, 10758, 11117, 1281, 133686, 1351, 140679, 165, 18, 201163, 2064, 2067, 2068, 2073, 2201, 2202, 2222, 2271, 22808, 2314, 23556, 25, 2563, 283446, 284098, 2917, 29928, 30008, 3033, 317662, 3295, 3653, 4015, 4054, 4087, 4088, 421, 444, 4633, 4882, 4883, 51227, 51300, 51604, 51728, 5351, 55033, 55065, 5518, 55650, 56922, 56937, 5745, 57465, 60482, 6134, 633, 6335, 644096, 6509, 65250, 6572, 6616, 6899, 6997, 7042, 7043, 7046, 7170, 7386, 79053, 79751, 79875, 8076, 81031, 8405, 84706, 84720, 84992, 8510, 875, 90416, 9131, 9487, 9731, 9775",554,4,87,641
Chiari malformation,"10526, 11128, 1281, 2077, 2260, 2263, 2316, 29072, 3265, 4015, 4088, 4774, 4841, 4853, 4854, 5076, 5251, 5290, 6299, 64840, 7046, 84667",9095,"10274, 10283, 10992, 1108, 11117, 11145, 114049, 135886, 1387, 1436, 148867, 1513, 155368, 155382, 161742, 165, 1717, 1788, 2006, 2033, 2200, 2201, 2202, 2261, 22800, 2294, 22943, 23387, 23516, 23592, 25, 25970, 26040, 26608, 26834, 27133, 2776, 284058, 2969, 29998, 30008, 3020, 3590, 3845, 3984, 4054, 4087, 4094, 4125, 444, 4659, 4791, 4796, 4858, 4882, 4883, 51085, 51339, 51360, 5351, 5447, 54903, 5500, 55033, 55159, 55215, 55703, 56937, 5727, 5745, 57551, 5888, 5977, 5982, 6309, 633, 63895, 6497, 653361, 6595, 6608, 6651, 6774, 6804, 6885, 7042, 7043, 7048, 7403, 7458, 7461, 79718, 79875, 79947, 80036, 80199, 8076, 8085, 8091, 81031, 81839, 8318, 84163, 84277, 8468, 875, 8799, 9031, 9401, 9569, 9772, 9839",22,1,112,134
Alopecia universalis,"55806, 64065, 7421",,"162514, 1832, 197, 326, 3559, 4000, 5317, 6635",3,0,8,11
Abnormal circulating globulin concentration,567,2308,"213, 2495, 26191, 3106, 3123, 4261, 5054, 5340, 5993, 5994, 7018, 8625, 8974",1,1,13,14
Small vessel vasculitis,"4067, 4210",51816,"1776, 5777, 7454",2,1,3,5
Accelerated skeletal maturation,"10060, 1028, 10297, 10555, 10984, 11285, 1584, 1650, 1656, 176, 1836, 200424, 2146, 2202, 2239, 23169, 23512, 2353, 26229, 26580, 2719, 2737, 2778, 284119, 2879, 2990, 3008, 3290, 3481, 3636, 3643, 3764, 3952, 3953, 3973, 4158, 4160, 4221, 4297, 4784, 5144, 5468, 55252, 5573, 55790, 5593, 5727, 5745, 6023, 64131, 64324, 6595, 6942, 7227, 7253, 7681, 7840, 83550, 84068, 84282, 8726, 9049, 9469","100288687, 114548, 1374, 2296, 2303, 5081, 7350, 83959, 857, 9719","124583, 283120, 372, 3784, 9690",63,10,5,68
Abnormal mitral valve physiology,"10000, 10112, 10128, 101928376, 10216, 10265, 10269, 10290, 10370, 10516, 10651, 10664, 10848, 11193, 113189, 114049, 1193, 1230, 124583, 126792, 1278, 127833, 1289, 1290, 1349, 135886, 1410, 1482, 149233, 151648, 155368, 170691, 175, 1788, 1837, 2006, 2200, 2201, 22873, 2316, 2318, 23394, 23498, 23590, 255738, 26119, 2626, 2627, 2629, 26608, 2697, 2717, 2720, 2799, 29123, 2969, 3030, 3032, 3052, 3074, 3081, 3106, 337867, 338, 341208, 3425, 3459, 3572, 3586, 3592, 368, 3949, 3984, 4000, 4053, 4054, 4088, 4089, 4091, 411, 4125, 4210, 442721, 4624, 4625, 4633, 4763, 4851, 4853, 51085, 51284, 51752, 51816, 5296, 5310, 5337, 5428, 54539, 54800, 5500, 55901, 5594, 56652, 56915, 57057, 57538, 5828, 5894, 5982, 6016, 6123, 6125, 6197, 6392, 63976, 64131, 64132, 64240, 6497, 65082, 653361, 6584, 6660, 6775, 6804, 6885, 6910, 70, 7043, 7092, 7099, 7137, 7168, 720, 7319, 7403, 7458, 7461, 7547, 79158, 79576, 79770, 79912, 80206, 8085, 81794, 8302, 83475, 83550, 84163, 84277, 8468, 8642, 867, 8815, 894, 9031, 9049, 92579, 9469, 9531, 9569, 9719","10529, 122481, 204, 3614, 5420, 954","10526, 11117, 11285, 1277, 1281, 155382, 165, 2202, 2273, 2317, 25, 26229, 27245, 29940, 30008, 355, 3835, 4015, 4087, 444, 4882, 4883, 5033, 5351, 55033, 55784, 55790, 56937, 5832, 633, 63895, 64241, 64412, 7042, 7046, 7048, 7139, 7707, 79875, 8076, 81031, 8216, 84665, 875, 8985, 89970, 92344",163,6,47,210
Abnormal foot morphology,"10013, 10020, 10087, 10290, 10324, 10342, 10484, 10558, 10585, 10586, 10630, 10651, 10682, 10683, 11160, 11253, 11261, 112752, 11285, 113189, 114548, 1184, 1278, 1281, 1291, 1292, 1294, 1299, 1300, 1311, 132884, 1387, 150094, 1508, 157680, 168667, 1718, 1747, 175, 1778, 1785, 1788, 1984, 2033, 2074, 2077, 2200, 2218, 222663, 2239, 2245, 2253, 2261, 2263, 22880, 22930, 22954, 2335, 23363, 23389, 23394, 2353, 2395, 2581, 26005, 26047, 26276, 2632, 2705, 2706, 274, 29072, 29954, 3064, 3094, 3209, 3239, 3248, 3417, 3425, 3480, 375790, 3857, 3861, 3977, 4000, 4010, 4035, 4047, 4054, 4088, 411, 4204, 4313, 4318, 4359, 478, 4841, 4853, 4882, 4920, 4976, 5015, 50846, 51010, 51098, 5116, 51594, 51611, 5167, 51776, 5191, 5295, 5307, 5308, 5373, 5376, 54496, 54551, 54567, 546, 5468, 5479, 54800, 55297, 55384, 55624, 55764, 55777, 55906, 56603, 57178, 57190, 5728, 57410, 5744, 57531, 57539, 57551, 57572, 57731, 59, 59341, 6253, 6261, 6299, 6335, 63894, 63895, 6391, 6392, 64065, 64132, 64423, 6469, 64840, 649, 65082, 652, 65250, 6578, 658, 6597, 6608, 6622, 6647, 6651, 6657, 6658, 6662, 6663, 6683, 6687, 6709, 6774, 6792, 6898, 6925, 7140, 7170, 7421, 7443, 7486, 775, 78987, 79147, 79628, 79659, 79912, 80144, 80821, 8139, 81607, 81794, 8239, 8242, 825, 8260, 8291, 8450, 84627, 84665, 8481, 84892, 85300, 85301, 8540, 8573, 8626, 8729, 8838, 8867, 90, 91137, 9241, 9361, 9365, 9401, 9427, 9469, 9719, 9742, 9820, 9897, 9927, 9949",,"100, 100033413, 1001, 100144748, 100151683, 10054, 10059, 10060, 10075, 10079, 10082, 10084, 10159, 101929726, 10195, 10210, 10216, 10220, 10225, 10229, 10235, 10236, 10262, 10265, 10269, 10274, 10277, 1028, 10280, 10283, 10293, 10297, 10300, 10312, 10329, 10352, 10371, 10381, 10397, 1041, 10436, 10459, 10464, 10479, 10483, 10491, 10516, 10522, 10526, 10533, 10555, 10606, 1062, 10625, 10660, 10664, 10667, 10716, 10717, 1073, 10730, 10733, 10735, 10743, 1075, 1080, 10804, 10806, 10815, 10847, 10848, 10907, 10908, 10940, 10943, 10973, 10982, 11005, 11011, 11012, 11014, 11020, 1103, 11041, 1107, 11107, 11117, 11128, 11145, 11154, 11193, 112, 1123, 112476, 112755, 112812, 11284, 1131, 113179, 113246, 11338, 114049, 1146, 1161, 116931, 117581, 1182, 1183, 118429, 1186, 118924, 118987, 120227, 121214, 121340, 121391, 121512, 122622, 123016, 1235, 123606, 124512, 124583, 124997, 126129, 126410, 126792, 127534, 1277, 127833, 1280, 1282, 128486, 128674, 1289, 1290, 129285, 1293, 129685, 1297, 1298, 129880, 1301, 1302, 1303, 1305, 1308, 1312, 1315, 1317, 132, 132320, 1327, 1337, 134218, 134701, 1349, 135886, 137392, 1376, 137682, 137814, 138050, 139285, 139886, 1399, 140679, 142680, 1436, 145173, 145258, 145624, 1457, 145873, 147372, 1474, 1475, 1482, 1487, 148789, 1490, 1491, 1493, 1496, 150468, 151188, 1513, 153241, 155368, 155382, 157570, 157657, 158326, 1593, 1594, 16, 160418, 1605, 161742, 162, 162514, 1630, 163175, 164, 165, 1656, 1663, 166379, 166929, 1674, 170302, 170689, 170691, 171023, 1717, 1723, 1736, 1737, 1742, 1749, 1750, 1756, 1758, 176, 1760, 1763, 1798, 1801, 1802, 1807, 182, 1822, 1824, 1828, 1832, 1834, 1836, 1848, 1855, 1857, 1859, 1861, 1906, 1909, 191, 1917, 1947, 1954, 1959, 1968, 199857, 200205, 200424, 2006, 200734, 200894, 2010, 2019, 202018, 2036, 203859, 204219, 205717, 2064, 2067, 2068, 207, 2072, 2073, 210, 2121, 2122, 2131, 2132, 2137, 2146, 2175, 2176, 2177, 2178, 2186, 2187, 2188, 2189, 2192, 219285, 219844, 219854, 2201, 2202, 220296, 221037, 221322, 2222, 2254, 2255, 2258, 2259, 2260, 2273, 22800, 22808, 22827, 22854, 22856, 22858, 22861, 22872, 2290, 22907, 22948, 22978, 22995, 2301, 23013, 23030, 23040, 23064, 23090, 23095, 23096, 23102, 23111, 23116, 23118, 23126, 23129, 2313, 23133, 23137, 2314, 23152, 2316, 23162, 23169, 2317, 23184, 23187, 23203, 23204, 23213, 23221, 23224, 23230, 23233, 23247, 23259, 23261, 23265, 23288, 23291, 23299, 23312, 23314, 2332, 23321, 23322, 23327, 23328, 23345, 23384, 23387, 23400, 23426, 23431, 23432, 23443, 23476, 23483, 23493, 23498, 23503, 23511, 23512, 23516, 23522, 23529, 23545, 23556, 23586, 23592, 23594, 23742, 23761, 23767, 23769, 242, 246329, 2475, 249, 25, 2517, 2531, 2535, 253738, 254065, 2542, 2554, 2556, 255758, 2563, 2566, 257, 2571, 25776, 25782, 25793, 258, 2583, 25836, 25839, 2588, 25885, 25886, 2590, 2591, 25911, 25914, 25923, 259232, 25942, 25959, 26040, 26053, 26090, 26092, 26100, 26123, 26137, 26146, 26154, 26160, 2617, 26173, 26175, 26191, 26227, 26229, 26235, 2626, 2627, 26277, 26278, 2629, 26353, 2643, 26503, 26580, 26608, 267010, 2673, 26834, 2688, 2690, 2692, 2693, 2697, 2702, 2703, 27031, 2707, 27072, 27077, 27145, 27152, 2719, 2720, 27241, 27245, 27247, 27316, 2733, 27343, 2735, 2736, 2737, 2767, 2770, 2773, 2775, 2778, 2782, 2783, 2799, 2812, 283120, 284058, 284086, 284252, 284654, 285025, 285203, 285362, 285489, 285590, 285600, 285848, 286, 286053, 286887, 2879, 2891, 2892, 28952, 28957, 28960, 28962, 28981, 2902, 2903, 2904, 2906, 29089, 291, 29123, 2917, 2961, 2969, 2972, 29887, 29895, 2990, 29920, 29925, 29926, 29940, 29957, 29968, 29980, 30008, 3008, 3020, 3021, 3030, 3032, 3035, 3039, 3040, 3074, 3081, 3097, 3098, 3110, 3123, 317662, 3178, 3181, 3187, 3188, 3190, 3207, 3236, 324, 3251, 3265, 3295, 3300, 3313, 3315, 3329, 3339, 3340, 338433, 339855, 3400, 340075, 340419, 341208, 341640, 3418, 342035, 342184, 3423, 3475, 3479, 3481, 348180, 3483, 348938, 348980, 3508, 3516, 3547, 3549, 3551, 3557, 3559, 3560, 3561, 3572, 3575, 3590, 3615, 362, 3636, 3643, 3653, 3663, 3664, 3679, 3691, 3708, 3710, 3714, 372, 3720, 3728, 3730, 3735, 3736, 374654, 374879, 374969, 375056, 3756, 3759, 3762, 3764, 3782, 3798, 3799, 3800, 3835, 3839, 3845, 3848, 3849, 3852, 3853, 3854, 3858, 3868, 387, 3872, 387733, 388015, 3889, 3891, 389549, 3897, 389827, 3899, 390594, 3909, 3911, 3913, 3914, 3918, 3920, 392255, 3930, 3954, 3955, 3981, 3984, 3991, 400916, 4014, 4015, 403, 4038, 4041, 4052, 4053, 406932, 407975, 4087, 4089, 4094, 412, 4123, 4125, 4126, 4131, 4141, 4144, 4148, 4149, 415, 4174, 4208, 421, 4212, 4221, 4222, 4233, 4247, 4256, 427, 4297, 4311, 4312, 4322, 4323, 4329, 4358, 4361, 440, 444, 4487, 4488, 4507, 4534, 4547, 4548, 4556, 4568, 4574, 4591, 4593, 4604, 4613, 4621, 4625, 4626, 4629, 4633, 4638, 4649, 4654, 4669, 4677, 4683, 4692, 4703, 473, 4733, 4744, 4747, 4750, 4758, 476, 4761, 4763, 477, 4773, 4784, 4796, 4848, 4849, 4851, 4867, 4869, 488, 4880, 4883, 4893, 4897, 490, 4921, 4927, 4929, 4948, 4953, 497661, 4982, 49855, 4998, 5000, 5010, 5033, 5034, 50485, 50515, 50717, 5073, 5077, 50814, 50945, 50964, 51025, 51053, 51057, 51062, 51082, 51085, 5111, 51111, 51114, 51119, 51126, 51132, 5119, 51199, 51227, 51259, 51271, 513, 5130, 51305, 51308, 51322, 51339, 51360, 51371, 5139, 5144, 5147, 51506, 51520, 51524, 5159, 5160, 51626, 51633, 5165, 51651, 51659, 51684, 51715, 51741, 51750, 5176, 5184, 5189, 5190, 5192, 523, 5251, 526, 5264, 5277, 5281, 5283, 529, 5290, 5293, 5297, 5317, 5324, 5331, 5332, 5339, 5351, 5352, 5354, 5358, 5375, 538, 53834, 54, 54101, 54187, 5420, 54209, 5426, 5428, 54332, 54344, 54345, 5442, 54453, 54463, 5447, 54487, 5449, 54499, 545, 5456, 54585, 54676, 547, 54756, 5476, 54795, 54806, 54808, 54809, 54820, 54828, 54840, 54872, 54880, 54888, 54897, 54903, 54916, 54928, 54936, 5500, 55012, 55023, 55027, 55033, 55081, 55107, 55112, 55120, 55129, 55135, 55151, 55154, 55159, 55165, 5518, 55187, 55191, 55209, 55210, 55212, 55215, 5528, 5530, 55315, 55325, 55343, 55361, 55503, 55505, 55526, 55593, 55599, 55603, 55612, 55621, 55627, 55628, 55636, 55640, 55650, 55651, 55656, 5566, 5567, 55670, 55679, 55681, 55690, 55697, 55699, 55703, 55717, 5573, 55768, 55773, 55775, 55780, 55784, 55788, 55790, 5582, 55835, 55858, 55869, 5587, 5590, 5592, 5593, 5594, 55958, 56006, 5604, 5605, 56098, 5610, 56172, 5626, 5631, 5648, 5649, 56623, 56652, 56704, 5689, 56915, 56916, 56937, 5696, 56975, 5699, 56997, 57003, 57020, 57094, 57096, 57122, 57152, 57165, 57167, 57192, 57211, 57222, 57231, 5727, 57282, 57449, 5745, 57459, 57465, 57466, 57477, 57479, 57492, 57498, 57511, 57514, 57526, 57545, 57560, 57570, 57679, 57680, 57688, 57697, 57704, 5771, 57716, 57728, 5781, 57863, 579, 58, 5818, 582, 5828, 583, 5830, 5831, 5832, 58497, 585, 58513, 5881, 5885, 5888, 5889, 5894, 5896, 5897, 5898, 5910, 5927, 5932, 59344, 59345, 5977, 5979, 5980, 5982, 60, 6016, 6023, 60386, 6045, 60482, 6049, 60529, 60561, 60675, 60676, 60681, 60684, 6091, 613, 6134, 6137, 6197, 6237, 6239, 6263, 6301, 6303, 6304, 6305, 6309, 6323, 6324, 6326, 6329, 633, 6390, 63901, 63976, 6399, 64093, 64094, 64116, 64127, 64131, 64135, 64175, 6424, 64324, 64327, 64359, 64374, 64412, 64419, 6442, 64421, 6445, 6448, 6452, 6468, 64682, 6472, 6473, 6477, 64802, 64837, 64841, 64856, 64864, 6492, 6497, 650, 65055, 65062, 6507, 6509, 65109, 65125, 6513, 65260, 65267, 653361, 6535, 6536, 6558, 6567, 657, 6571, 6572, 6576, 6595, 6598, 65992, 6603, 6605, 6611, 6616, 6628, 6638, 6652, 6654, 6655, 6659, 6660, 667, 6678, 6697, 6711, 672, 6729, 673, 6736, 675, 6775, 6777, 6786, 6804, 6811, 6812, 6820, 6840, 6843, 6857, 6870, 6872, 6873, 6874, 6878, 6885, 6899, 6901, 6905, 6910, 6911, 6913, 6916, 6926, 6938, 6942, 6949, 695, 6999, 7012, 7015, 7021, 7030, 7040, 7042, 7043, 7046, 7048, 7051, 7054, 7066, 7092, 7133, 7136, 7138, 715, 7169, 7175, 7204, 7227, 7273, 7274, 727857, 7286, 7290, 7291, 729359, 7298, 729920, 7305, 7317, 7319, 7345, 7353, 7355, 7373, 7407, 7415, 7436, 745, 7453, 7458, 7461, 7468, 7469, 7471, 7473, 7474, 7475, 7476, 7480, 7481, 7507, 7516, 7518, 7528, 7543, 7547, 755, 760, 7681, 7700, 7703, 7704, 7707, 773, 774, 7750, 7798, 7840, 7862, 7874, 7879, 78989, 79005, 79053, 79087, 79092, 791114, 79140, 79152, 79158, 79188, 7920, 79228, 79576, 79577, 79583, 79600, 79625, 79631, 79633, 79644, 79650, 79651, 79705, 79718, 79719, 79722, 79728, 79738, 79751, 79753, 79759, 79770, 79784, 7979, 79796, 79809, 79813, 79848, 79867, 79875, 79879, 79902, 79932, 7994, 79971, 79977, 79989, 80036, 80169, 80173, 80184, 80185, 80199, 80204, 80207, 80208, 80210, 8022, 80232, 80254, 80267, 80326, 80347, 8036, 8074, 8076, 80776, 80816, 8085, 8086, 8091, 8092, 81031, 81545, 81603, 81620, 81796, 818, 81839, 81846, 81848, 81857, 81887, 8195, 8200, 8214, 8216, 8218, 8220, 823, 8241, 8243, 8289, 8292, 8294, 8295, 831, 8314, 8318, 833, 83452, 83479, 83550, 8363, 83636, 8364, 8367, 83706, 83737, 8379, 83871, 83932, 8398, 83987, 83990, 84059, 84068, 84100, 84126, 84148, 84162, 84163, 84181, 84188, 84197, 84231, 8425, 84265, 84277, 84295, 84314, 84320, 84340, 84342, 8443, 84464, 84466, 8449, 84570, 84572, 846, 84667, 84679, 8468, 84700, 84720, 84823, 84876, 84879, 84896, 84919, 8493, 84942, 84984, 84992, 85021, 8506, 8510, 8514, 8516, 8517, 85358, 85365, 85459, 8558, 8565, 8566, 857, 859, 860, 8600, 8642, 8643, 865, 8665, 867, 871, 8710, 87178, 8726, 875, 8788, 8792, 8812, 8813, 8820, 8822, 8823, 8854, 8888, 8898, 8924, 8925, 8936, 8942, 8945, 8985, 89866, 89884, 89891, 89910, 89970, 9031, 90417, 90459, 9049, 9060, 90678, 9091, 90952, 90993, 9101, 91147, 91179, 91252, 9126, 9130, 9131, 91461, 9150, 91574, 9158, 91647, 91754, 9179, 91869, 919, 9197, 920, 9200, 92002, 9215, 9217, 9230, 9231, 92344, 9244, 9247, 92482, 9256, 9276, 92949, 9320, 9321, 9325, 9342, 9343, 93587, 93627, 9373, 9382, 9394, 940, 94005, 9419, 9420, 9451, 9487, 9488, 9496, 9499, 9508, 9509, 9516, 953, 9531, 9533, 9568, 95681, 9569, 9570, 9573, 9578, 9632, 9653, 9663, 9675, 9698, 9723, 9731, 9757, 9759, 9772, 9775, 9786, 9790, 9791, 9829, 9839, 9842, 9851, 9853, 9871, 9894, 9896, 9898, 990, 9917, 9928, 9935, 9939, 9940, 9968, 998, 9990, 9993, 9997",226,0,1557,1783
Vasculitis,"10095, 101928376, 11277, 114548, 1230, 149233, 1493, 1776, 26191, 3055, 331, 3426, 3459, 356, 3586, 3592, 3593, 3594, 4067, 4068, 4210, 4598, 4615, 51744, 51752, 51816, 54, 5657, 64127, 6775, 6850, 7099, 713, 7132, 720, 7454, 81704, 843, 9051",3075,"10621, 11280, 29110, 3106, 3113, 3115, 3123, 337867, 355, 4261, 4795, 4860, 5238, 5777, 6335, 6336, 64135, 6583, 6945, 7456, 8302, 8974, 90268",39,1,23,62
Abnormal renal cortex morphology,"100, 100147744, 10015, 10092, 101928376, 10225, 10229, 10253, 1028, 10318, 10651, 10677, 10785, 10984, 11274, 11277, 112858, 1184, 1188, 1230, 1285, 1286, 1287, 1294, 1314, 1380, 144811, 149233, 1493, 1736, 1743, 1773, 1776, 1777, 1788, 182, 199221, 2013, 2034, 2108, 2109, 2110, 2113, 2182, 2184, 2213, 2215, 221895, 2271, 2303, 23095, 23165, 23279, 2335, 23500, 23607, 23630, 2538, 2542, 254428, 25836, 25959, 25974, 26130, 261734, 26191, 2625, 26276, 27031, 27130, 2717, 27235, 286204, 29927, 3075, 3106, 3113, 3115, 3123, 337867, 3458, 3459, 348, 3481, 355, 356, 3569, 3586, 3592, 3654, 3663, 3675, 3684, 3691, 3716, 374879, 3758, 3784, 3911, 3913, 396, 4000, 4010, 4149, 4191, 4204, 4210, 4282, 4312, 4508, 4512, 4513, 4514, 4535, 4536, 4537, 4538, 4540, 4541, 4552, 4558, 4564, 4566, 4567, 4572, 4575, 4577, 4578, 4582, 4643, 4763, 4867, 4868, 4952, 50485, 5076, 5087, 50943, 51002, 51004, 51134, 51196, 51284, 5133, 51473, 51479, 51752, 5189, 5238, 5314, 5339, 54345, 54443, 54885, 54899, 54949, 55024, 55243, 55505, 55644, 55654, 55746, 5580, 5657, 57122, 57169, 57728, 5800, 5828, 5972, 5979, 6390, 6391, 6392, 63929, 640, 64423, 65082, 6557, 6696, 6775, 6892, 6928, 7099, 712, 7128, 718, 720, 721, 7225, 7249, 7289, 7292, 7332, 7369, 7428, 7454, 7456, 7490, 7535, 7809, 7827, 7840, 79023, 79693, 79731, 79848, 79902, 79932, 79934, 81, 81494, 81603, 8260, 8270, 8302, 83478, 8364, 8402, 8449, 84520, 84823, 84942, 8518, 8526, 8542, 8651, 8879, 9056, 91147, 950, 9526, 9652, 9663, 9688, 9722, 9742, 975, 977, 9786, 9863, 9949","3953, 5101, 5223, 5741, 583, 60401, 7403, 8074, 84231, 85358","1186, 2212, 283120, 284086, 3426, 3500, 4311, 4574, 54840, 6389, 6559, 80184, 843, 9091, 93649",242,10,15,257
Ectopia lentis,"113246, 126792, 1280, 1289, 1301, 170691, 2200, 2201, 23451, 26610, 27151, 2767, 2776, 3339, 4016, 4053, 4337, 4338, 444, 4693, 5062, 5076, 5080, 5130, 54507, 54765, 54880, 57105, 6297, 64840, 6497, 652, 6821, 6890, 7042, 7046, 7048, 7490, 81794, 8314, 875, 91851",,"10157, 10526, 11117, 1281, 1297, 1298, 1299, 1302, 1462, 165, 1836, 2202, 2296, 25, 30008, 3769, 4015, 4036, 4054, 4087, 4088, 4882, 4883, 5351, 55033, 55214, 56937, 633, 64132, 64412, 7043, 79875, 8076, 80781, 81031, 84189, 84695, 8985",42,0,38,80
Limitation of neck motion,"1280, 29110, 3661, 392255, 4000, 4222, 4621, 57190, 773, 9573",,"11160, 112476, 1292, 148022, 2273, 22943, 2554, 2566, 26191, 29895, 3123, 355, 4625, 4722, 477, 54820, 57526, 6323, 6324, 6326, 6335, 7098, 7187, 7273, 81622, 90, 91754, 9241",10,0,28,38
Multifocal cerebral white matter abnormalities,"100147744, 10166, 103, 10535, 11277, 134353, 2548, 25939, 4854, 728294, 79621, 83696, 84153, 90952","24137, 6821, 7846, 9289","64135, 83480",14,4,2,16
